	Chr	Start	End	Count	eccID	Length
54059	chr19	50413129	50413892	46	54060	764
54084	chr19	57603085	57606716	55	54085	3632
54088	chr19	58343390	58343681	21	54089	292
54092	chr19	4717744	4719100	17	54093	1357
54114	chr19	38010671	38011434	16	54115	764
54135	chr19	10485553	10486960	48	54136	1408
54172	chr2	29943	30967	75	54173	1025
54199	chr2	665410	666075	12	54200	666
54207	chr2	870898	871461	18	54208	564
54215	chr2	1297015	1299981	33	54216	2967
54221	chr2	1557185	1557885	20	54222	701
54237	chr2	1708036	1708744	12	54238	709
54238	chr2	1708120	1709382	88	54239	1263
54239	chr2	1708385	1710244	28	54240	1860
54257	chr2	1781278	1783903	48	54258	2626
54259	chr2	1792599	1793662	47	54260	1064
54268	chr2	1832213	1834240	37	54269	2028
54279	chr2	2091580	2096316	20	54280	4737
54288	chr2	2421370	2422252	14	54289	883
54292	chr2	2502970	2504362	37	54293	1393
54315	chr2	2783537	2783908	22	54316	372
54316	chr2	2846227	2847256	16	54317	1030
54320	chr2	2852427	2853073	39	54321	647
54328	chr2	2911088	2911665	14	54329	578
54331	chr2	2934243	2934917	9	54332	675
54337	chr2	3080201	3080562	182	54338	362
54339	chr2	3100120	3101438	25	54340	1319
54343	chr2	3142273	3143299	158	54344	1027
54345	chr2	3172143	3173219	13	54346	1077
54362	chr2	3313452	3314163	60	54363	712
54368	chr2	3588223	3588915	14	54369	693
54380	chr2	3753692	3755033	22	54381	1342
54400	chr2	4973368	4974222	25	54401	855
54406	chr2	5133377	5134110	9	54407	734
54423	chr2	5840773	5841507	19	54424	735
54424	chr2	6043322	6043602	9	54425	281
54434	chr2	6686390	6687047	39	54435	658
54441	chr2	7031475	7032184	114	54442	710
54451	chr2	7451972	7453690	19	54452	1719
54457	chr2	7736599	7738302	15	54458	1704
54459	chr2	7736608	7738301	10	54460	1694
54466	chr2	8012334	8013244	70	54467	911
54475	chr2	8276422	8276781	20	54476	360
54480	chr2	8400978	8401812	36	54481	835
54483	chr2	8424615	8425774	46	54484	1160
54487	chr2	8481470	8482247	20	54488	778
54498	chr2	8586486	8587137	45	54499	652
54504	chr2	8624697	8625233	105	54505	537
54505	chr2	8624826	8625273	102	54506	448
54513	chr2	8653888	8662983	26	54514	9096
54541	chr2	9355795	9358813	15	54542	3019
54548	chr2	9483803	9484467	60	54549	665
54554	chr2	9648741	9649347	102	54555	607
54557	chr2	9656590	9657996	15	54558	1407
54561	chr2	9716113	9716844	21	54562	732
54563	chr2	9727011	9727330	14	54564	320
54577	chr2	10006701	10008474	14	54578	1774
54588	chr2	10142274	10142598	117	54589	325
54593	chr2	10213820	10214752	27	54594	933
54610	chr2	10367796	10369083	15	54611	1288
54613	chr2	10420486	10421176	46	54614	691
54630	chr2	10686178	10687602	32	54631	1425
54633	chr2	10741991	10743118	12	54634	1128
54639	chr2	10838174	10840393	15	54640	2220
54654	chr2	11052669	11055645	15	54655	2977
54665	chr2	11371141	11371595	39	54666	455
54684	chr2	11660523	11663931	12	54685	3409
54693	chr2	11753029	11753424	24	54694	396
54695	chr2	11784371	11785077	23	54696	707
54747	chr2	15650474	15652000	19	54748	1527
54752	chr2	15734784	15735530	14	54753	747
54753	chr2	15841955	15843203	32	54754	1249
54764	chr2	16130850	16136022	38	54765	5173
54767	chr2	16242741	16244387	35	54768	1647
54773	chr2	16394542	16396070	34	54774	1529
54793	chr2	16735775	16738534	16	54794	2760
54795	chr2	16839422	16839955	17	54796	534
54816	chr2	18355344	18358594	13	54817	3251
54833	chr2	19567049	19571495	14	54834	4447
54839	chr2	19694699	19695272	26	54840	574
54842	chr2	19737643	19739982	46	54843	2340
54848	chr2	19842444	19844316	49	54849	1873
54849	chr2	19881067	19882351	17	54850	1285
54851	chr2	19898734	19902636	18	54852	3903
54863	chr2	20134560	20135167	24	54864	608
54866	chr2	20198414	20200124	11	54867	1711
54870	chr2	20211924	20212787	28	54871	864
54881	chr2	20385967	20387140	16	54882	1174
54890	chr2	20433780	20434153	9	54891	374
54896	chr2	20515508	20517135	26	54897	1628
54902	chr2	20527264	20528412	24	54903	1149
54907	chr2	20564892	20565187	73	54908	296
54910	chr2	20585874	20586406	20	54911	533
54913	chr2	20620063	20620420	49	54914	358
54915	chr2	20636555	20637476	46	54916	922
54917	chr2	20636563	20637476	25	54918	914
54926	chr2	20822822	20823059	17	54927	238
54931	chr2	20994025	20994414	43	54932	390
54938	chr2	21271111	21276597	23	54939	5487
54948	chr2	21719873	21721642	23	54949	1770
54965	chr2	23063175	23064086	38	54966	912
54970	chr2	23143479	23144978	56	54971	1500
54989	chr2	23421659	23422679	48	54990	1021
54990	chr2	23421718	23422195	42	54991	478
54991	chr2	23421835	23422388	20	54992	554
54996	chr2	23483848	23484569	93	54997	722
54998	chr2	23524479	23526197	19	54999	1719
55005	chr2	23614855	23615203	46	55006	349
55007	chr2	23655636	23656490	67	55008	855
55016	chr2	23693006	23695296	10	55017	2291
55023	chr2	24009203	24009763	70	55024	561
55044	chr2	24827536	24828539	25	55045	1004
55048	chr2	24843200	24843774	12	55049	575
55049	chr2	24870967	24872100	20	55050	1134
55056	chr2	25042919	25043654	65	55057	736
55058	chr2	25042926	25043654	15	55059	729
55070	chr2	25239955	25240896	24	55071	942
55072	chr2	25239956	25240896	111	55073	941
55077	chr2	25296979	25297272	13	55078	294
55078	chr2	25301544	25301880	38	55079	337
55079	chr2	25306565	25307396	99	55080	832
55081	chr2	25306901	25308482	50	55082	1582
55082	chr2	25323211	25323589	24	55083	379
55086	chr2	25348752	25349704	16	55087	953
55112	chr2	25973124	25973908	12	55113	785
55126	chr2	26302242	26303597	21	55127	1356
55129	chr2	26458176	26459533	12	55130	1358
55130	chr2	26466179	26467308	20	55131	1130
55132	chr2	26482672	26483219	18	55133	548
55141	chr2	26516594	26517955	24	55142	1362
55164	chr2	26576856	26579226	21	55165	2371
55176	chr2	26697538	26698292	23	55177	755
55177	chr2	26699901	26702609	48	55178	2709
55179	chr2	26736205	26737269	18	55180	1065
55200	chr2	27135563	27135986	84	55201	424
55205	chr2	27236976	27237759	72	55206	784
55209	chr2	27241589	27242376	38	55210	788
55211	chr2	27244331	27245887	17	55212	1557
55222	chr2	27415406	27415993	17	55223	588
55230	chr2	27735712	27736233	20	55231	522
55232	chr2	27771283	27774617	12	55233	3335
55236	chr2	28162593	28164029	27	55237	1437
55243	chr2	28351116	28355763	24	55244	4648
55245	chr2	28358793	28359197	74	55246	405
55246	chr2	28362966	28363288	20	55247	323
55251	chr2	28378768	28383441	38	55252	4674
55261	chr2	28411675	28412236	52	55262	562
55262	chr2	28437904	28438722	33	55263	819
55263	chr2	28437949	28438348	60	55264	400
55281	chr2	28628850	28630158	18	55282	1309
55288	chr2	28686442	28687929	34	55289	1488
55295	chr2	28981018	28981199	38	55296	182
55301	chr2	29021983	29022626	11	55302	644
55306	chr2	29062503	29063874	16	55307	1372
55312	chr2	29102018	29102896	18	55313	879
55318	chr2	29254667	29255369	56	55319	703
55322	chr2	29346106	29347462	22	55323	1357
55324	chr2	29346107	29347462	54	55325	1356
55348	chr2	30083342	30083770	14	55349	429
55359	chr2	30366072	30367196	30	55360	1125
55364	chr2	30810424	30811153	14	55365	730
55375	chr2	30965847	30966634	43	55376	788
55378	chr2	31079511	31080129	36	55379	619
55385	chr2	31363950	31365476	21	55386	1527
55386	chr2	31366739	31367441	14	55387	703
55388	chr2	31388139	31390162	15	55389	2024
55411	chr2	32837714	32838382	29	55412	669
55428	chr2	33633528	33635766	17	55429	2239
55436	chr2	34547437	34547775	22	55437	339
55444	chr2	35895781	35896218	20	55445	438
55449	chr2	36537118	36537747	27	55450	630
55450	chr2	36790258	36791341	15	55451	1084
55466	chr2	37671906	37672115	36	55467	210
55478	chr2	38092118	38092775	52	55479	658
55480	chr2	38192067	38195094	70	55481	3028
55498	chr2	38609142	38610119	20	55499	978
55499	chr2	38624255	38625435	11	55500	1181
55503	chr2	38807342	38807890	16	55504	549
55544	chr2	41955507	41957936	14	55545	2430
55560	chr2	42522940	42523637	26	55561	698
55571	chr2	42828472	42829039	18	55572	568
55578	chr2	42837450	42838283	40	55579	834
55584	chr2	42895792	42896606	26	55585	815
55589	chr2	42931409	42932580	21	55590	1172
55594	chr2	42984943	42985265	29	55595	323
55602	chr2	43081523	43083720	23	55603	2198
55627	chr2	43849691	43850248	145	55628	558
55641	chr2	44148904	44150062	39	55642	1159
55647	chr2	44680472	44685086	15	55648	4615
55654	chr2	44925386	44925906	14	55655	521
55664	chr2	45075293	45075629	60	55665	337
55684	chr2	45637589	45638250	52	55685	662
55697	chr2	45881736	45890715	34	55698	8980
55701	chr2	45919270	45919790	13	55702	521
55702	chr2	45925330	45925666	26	55703	337
55719	chr2	46157240	46159203	20	55720	1964
55737	chr2	46410159	46410760	25	55738	602
55742	chr2	46486569	46488154	35	55743	1586
55744	chr2	46494359	46496524	26	55745	2166
55752	chr2	46652078	46654374	10	55753	2297
55768	chr2	46877586	46878662	46	55769	1077
55774	chr2	46938382	46939816	20	55775	1435
55786	chr2	47071839	47073573	13	55787	1735
55792	chr2	47227857	47228775	40	55793	919
55795	chr2	47237255	47239521	48	55796	2267
55801	chr2	47282312	47284031	15	55802	1720
55807	chr2	47362062	47362939	45	55808	878
55835	chr2	48075032	48077190	9	55836	2159
55841	chr2	48419410	48420950	41	55842	1541
55844	chr2	48546130	48549188	43	55845	3059
55858	chr2	49240867	49243850	14	55859	2984
55873	chr2	51875233	51875948	70	55874	716
55902	chr2	54501536	54503443	30	55903	1908
55907	chr2	54612884	54613569	16	55908	686
55911	chr2	54855732	54857273	15	55912	1542
55922	chr2	55138229	55140696	63	55923	2468
55942	chr2	56108795	56110277	17	55943	1483
55958	chr2	57042791	57043386	11	55959	596
55962	chr2	57397591	57398362	40	55963	772
55966	chr2	57760650	57762084	15	55967	1435
55975	chr2	58921447	58923087	10	55976	1641
55983	chr2	59875227	59876502	14	55984	1276
55988	chr2	60139717	60140441	55	55989	725
56009	chr2	60656307	60658241	15	56010	1935
56031	chr2	61569699	61570861	14	56032	1163
56043	chr2	61854284	61854756	10	56044	473
56058	chr2	62307239	62308042	27	56059	804
56059	chr2	62307733	62308248	30	56060	516
56066	chr2	62358870	62360666	24	56067	1797
56069	chr2	62447784	62448947	16	56070	1164
56072	chr2	62450087	62450457	42	56073	371
56074	chr2	62450319	62451280	24	56075	962
56075	chr2	62457870	62458444	67	56076	575
56083	chr2	63353261	63353620	12	56084	360
56102	chr2	64472799	64473863	17	56103	1065
56105	chr2	64488676	64489033	26	56106	358
56112	chr2	64784582	64786204	48	56113	1623
56143	chr2	65534713	65535314	14	56144	602
56149	chr2	65620384	65623114	16	56150	2731
56160	chr2	66065874	66068591	37	56161	2718
56182	chr2	67547137	67548798	21	56183	1662
56195	chr2	68063747	68064974	23	56196	1228
56197	chr2	68233990	68234694	27	56198	705
56205	chr2	68430695	68432097	24	56206	1403
56209	chr2	68606592	68607386	40	56210	795
56210	chr2	68606912	68607547	46	56211	636
56228	chr2	69113440	69113589	157	56229	150
56233	chr2	69142679	69145091	12	56234	2413
56234	chr2	69150004	69150412	15	56235	409
56235	chr2	69161839	69165441	16	56236	3603
56254	chr2	69465465	69467704	18	56255	2240
56273	chr2	69961186	69962406	29	56274	1221
56280	chr2	70061860	70062572	20	56281	713
56292	chr2	70248355	70248708	24	56293	354
56300	chr2	70456762	70457836	33	56301	1075
56309	chr2	70608925	70611058	31	56310	2134
56315	chr2	70668351	70669490	23	56316	1140
56319	chr2	70772554	70773702	26	56320	1149
56329	chr2	71005931	71006729	23	56330	799
56349	chr2	71458942	71460301	34	56350	1360
56352	chr2	71528362	71530705	25	56353	2344
56354	chr2	71563333	71564100	203	56355	768
56361	chr2	71591481	71593072	63	56362	1592
56362	chr2	71592074	71592810	29	56363	737
56368	chr2	71692063	71693502	20	56369	1440
56384	chr2	71887142	71887838	56	56385	697
56387	chr2	71962597	71963069	12	56388	473
56388	chr2	72081045	72081515	25	56389	471
56392	chr2	72114733	72115093	54	56393	361
56395	chr2	72140951	72141937	53	56396	987
56402	chr2	72159190	72159718	32	56403	529
56408	chr2	72888350	72890019	14	56409	1670
56414	chr2	72921239	72921994	62	56415	756
56417	chr2	72933438	72933848	233	56418	411
56420	chr2	72999920	73000657	14	56421	738
56428	chr2	73036732	73037006	20	56429	275
56443	chr2	73307649	73308609	34	56444	961
56454	chr2	73704021	73704902	18	56455	882
56461	chr2	73916562	73918921	24	56462	2360
56465	chr2	74000042	74001558	32	56466	1517
56468	chr2	74019429	74020027	34	56469	599
56476	chr2	74130958	74132075	17	56477	1118
56481	chr2	74197437	74198391	14	56482	955
56483	chr2	74233444	74234947	95	56484	1504
56496	chr2	74361069	74363470	30	56497	2402
56501	chr2	74412390	74412905	24	56502	516
56505	chr2	74503563	74504443	25	56506	881
56524	chr2	74777790	74779214	13	56525	1425
56530	chr2	74852251	74853739	12	56531	1489
56545	chr2	75600181	75601469	33	56546	1289
56550	chr2	75832731	75834463	18	56551	1733
56576	chr2	79114866	79115453	26	56577	588
56597	chr2	80504236	80504940	9	56598	705
56606	chr2	82022130	82024077	15	56607	1948
56620	chr2	84303910	84307533	18	56621	3624
56652	chr2	85314682	85315622	39	56653	941
56668	chr2	85467796	85469384	19	56669	1589
56686	chr2	85728658	85729255	11	56687	598
56688	chr2	85748602	85749720	72	56689	1119
56701	chr2	85788930	85790756	49	56702	1827
56702	chr2	85790617	85790929	36	56703	313
56716	chr2	86047659	86048324	24	56717	666
56718	chr2	86048175	86048522	66	56719	348
56728	chr2	86347075	86348502	57	56729	1428
56736	chr2	87276337	87276703	18	56737	367
56742	chr2	88082808	88084848	84	56743	2041
56744	chr2	88125358	88126167	42	56745	810
56748	chr2	88174927	88176218	14	56749	1292
56751	chr2	88258105	88258734	30	56752	630
56762	chr2	89144117	89145335	25	56763	1219
56817	chr2	94872684	94873451	11	56818	768
56819	chr2	94906178	94907298	11	56820	1121
56826	chr2	95056682	95057747	45	56827	1066
56831	chr2	95078838	95079492	38	56832	655
56834	chr2	95257748	95262803	17	56835	5056
56855	chr2	95410914	95411585	44	56856	672
56858	chr2	95686662	95687018	13	56859	357
56862	chr2	95711128	95711524	15	56863	397
56863	chr2	95730075	95730660	33	56864	586
56874	chr2	96212400	96212987	18	56875	588
56881	chr2	96293938	96294585	29	56882	648
56903	chr2	96529223	96530681	52	56904	1459
56908	chr2	96575316	96577054	14	56909	1739
56916	chr2	96653155	96654845	13	56917	1691
56953	chr2	96924705	96925258	18	56954	554
56954	chr2	96929555	96929944	49	56955	390
56958	chr2	96962848	96963647	15	56959	800
56973	chr2	97840449	97843152	9	56974	2704
57006	chr2	98704241	98705169	30	57007	929
57007	chr2	98718819	98719172	21	57008	354
57015	chr2	98881454	98882497	26	57016	1044
57018	chr2	98916730	98917066	25	57019	337
57031	chr2	99836764	99839154	23	57032	2391
57035	chr2	100015837	100016984	39	57036	1148
57038	chr2	100016352	100017047	11	57039	696
57049	chr2	100245470	100246233	52	57050	764
57051	chr2	100247898	100250256	14	57052	2359
57055	chr2	100394441	100396461	27	57056	2021
57072	chr2	100674772	100675513	26	57073	742
57076	chr2	100703888	100705618	50	57077	1731
57082	chr2	100757530	100758239	32	57083	710
57084	chr2	100778958	100780234	15	57085	1277
57098	chr2	100970797	100971174	47	57099	378
57107	chr2	101342081	101344789	93	57108	2709
57111	chr2	101402117	101403370	56	57112	1254
57113	chr2	101404602	101405362	30	57114	761
57114	chr2	101404642	101405362	16	57115	721
57132	chr2	101981234	101982334	75	57133	1101
57133	chr2	101984902	101986333	18	57134	1432
57137	chr2	101997377	101998313	23	57138	937
57144	chr2	102059029	102061087	25	57145	2059
57146	chr2	102065267	102065839	17	57147	573
57150	chr2	102251237	102251490	10	57151	254
57155	chr2	102618526	102619196	9	57156	671
57185	chr2	104820014	104821741	17	57186	1728
57198	chr2	105175200	105175861	26	57199	662
57199	chr2	105274726	105275302	19	57200	577
57201	chr2	105274727	105275302	37	57202	576
57222	chr2	105546392	105547538	15	57223	1147
57231	chr2	105772075	105772611	16	57232	537
57233	chr2	105793327	105797966	14	57234	4640
57265	chr2	107674256	107674587	18	57266	332
57268	chr2	108042004	108042629	12	57269	626
57274	chr2	108374765	108378346	32	57275	3582
57278	chr2	108554342	108555761	30	57279	1420
57286	chr2	108910590	108911975	19	57287	1386
57288	chr2	108944914	108945250	34	57289	337
57301	chr2	109145300	109145864	36	57302	565
57304	chr2	109186703	109187938	20	57305	1236
57317	chr2	109271382	109272444	29	57318	1063
57321	chr2	109282593	109283745	31	57322	1153
57327	chr2	109383197	109384009	30	57328	813
57329	chr2	109409985	109412236	88	57330	2252
57330	chr2	109484126	109485376	12	57331	1251
57340	chr2	109615574	109615957	40	57341	384
57345	chr2	109647388	109648375	14	57346	988
57354	chr2	110118503	110120400	17	57355	1898
57361	chr2	110852772	110853397	12	57362	626
57363	chr2	110859732	110860497	12	57364	766
57369	chr2	111019857	111021068	15	57370	1212
57370	chr2	111020077	111020361	59	57371	285
57388	chr2	111660713	111663049	14	57389	2337
57396	chr2	111883937	111884812	10	57397	876
57398	chr2	111904568	111905291	20	57399	724
57409	chr2	112022824	112023945	21	57410	1122
57425	chr2	112693773	112694437	12	57426	665
57433	chr2	112878801	112879778	14	57434	978
57436	chr2	112920294	112922624	32	57437	2331
57441	chr2	113033692	113036205	12	57442	2514
57450	chr2	113182065	113182928	18	57451	864
57454	chr2	113216979	113222943	39	57455	5965
57496	chr2	117923235	117923689	13	57497	455
57506	chr2	118376433	118377953	11	57507	1521
57508	chr2	118496012	118496684	17	57509	673
57511	chr2	118595965	118597947	42	57512	1983
57519	chr2	118732075	118732817	16	57520	743
57525	chr2	118857322	118857985	41	57526	664
57539	chr2	119120991	119121981	83	57540	991
57549	chr2	119197674	119199826	15	57550	2153
57553	chr2	119211691	119213464	16	57554	1774
57557	chr2	119219611	119220262	25	57558	652
57568	chr2	119627762	119628073	69	57569	312
57572	chr2	119694901	119696067	12	57573	1167
57576	chr2	119830469	119830774	123	57577	306
57580	chr2	120178602	120181341	28	57581	2740
57585	chr2	120222983	120223360	18	57586	378
57586	chr2	120239739	120240849	30	57587	1111
57588	chr2	120243326	120245118	27	57589	1793
57591	chr2	120250135	120251514	21	57592	1380
57596	chr2	120322231	120322482	35	57597	252
57597	chr2	120322245	120322573	64	57598	329
57598	chr2	120334745	120337123	12	57599	2379
57602	chr2	120336907	120339278	91	57603	2372
57615	chr2	120449175	120452482	16	57616	3308
57622	chr2	120473233	120473645	10	57623	413
57628	chr2	120525905	120527344	18	57629	1440
57630	chr2	120525906	120527344	22	57631	1439
57635	chr2	120670375	120670688	16	57636	314
57639	chr2	120710495	120711159	11	57640	665
57640	chr2	120758114	120759026	11	57641	913
57646	chr2	120812758	120813187	30	57647	430
57652	chr2	120870102	120871456	10	57653	1355
57654	chr2	120878908	120881134	24	57655	2227
57658	chr2	120882357	120884073	26	57659	1717
57667	chr2	120935340	120936181	55	57668	842
57672	chr2	120947806	120948320	11	57673	515
57674	chr2	120966562	120967663	22	57675	1102
57675	chr2	120967397	120967974	71	57676	578
57684	chr2	121070918	121072288	34	57685	1371
57691	chr2	121198984	121199608	98	57692	625
57692	chr2	121201095	121203001	21	57693	1907
57703	chr2	121289086	121289836	20	57704	751
57710	chr2	121348644	121355060	48	57711	6417
57723	chr2	121902305	121903362	27	57724	1058
57765	chr2	125475179	125476537	20	57766	1359
57775	chr2	126218785	126219427	12	57776	643
57784	chr2	126656618	126658104	64	57785	1487
57793	chr2	126824729	126825164	44	57794	436
57805	chr2	126956648	126956996	16	57806	349
57811	chr2	127013683	127014289	84	57812	607
57818	chr2	127054626	127055153	17	57819	528
57819	chr2	127060315	127060851	9	57820	537
57820	chr2	127065029	127067286	9	57821	2258
57831	chr2	127199068	127199412	17	57832	345
57835	chr2	127259428	127259966	12	57836	539
57848	chr2	127557351	127563287	28	57849	5937
57863	chr2	127657776	127659159	53	57864	1384
57866	chr2	127678386	127679131	10	57867	746
57868	chr2	127679188	127679695	16	57869	508
57872	chr2	127713843	127714203	21	57873	361
57873	chr2	127769387	127771753	10	57874	2367
57877	chr2	127939274	127941801	9	57878	2528
57900	chr2	128324486	128325644	28	57901	1159
57908	chr2	128455195	128455955	22	57909	761
57914	chr2	128562972	128564165	77	57915	1194
57920	chr2	128645740	128646544	11	57921	805
57924	chr2	128753697	128755612	10	57925	1916
57928	chr2	128792232	128792506	16	57929	275
57929	chr2	128792232	128792982	9	57930	751
57944	chr2	129430331	129433468	30	57945	3138
57948	chr2	129618116	129619832	42	57949	1717
57957	chr2	129778490	129780162	43	57958	1673
57970	chr2	130263228	130264193	13	57971	966
57974	chr2	130337865	130341662	23	57975	3798
57978	chr2	130827464	130828246	75	57979	783
57982	chr2	130848389	130848750	24	57983	362
57993	chr2	131003080	131005193	33	57994	2114
57998	chr2	131049093	131053945	110	57999	4853
58003	chr2	131367072	131368086	106	58004	1015
58006	chr2	131404325	131405477	18	58007	1153
58021	chr2	132416798	132417600	42	58022	803
58030	chr2	132606572	132606934	10	58031	363
58033	chr2	132636427	132636590	36	58034	164
58042	chr2	133091054	133093520	14	58043	2467
58044	chr2	133331608	133332281	15	58045	674
58061	chr2	133613645	133614350	30	58062	706
58062	chr2	133673108	133674298	23	58063	1191
58073	chr2	133842878	133844377	20	58074	1500
58075	chr2	134028230	134034980	17	58076	6751
58078	chr2	134086760	134087507	22	58079	748
58081	chr2	134122845	134123599	24	58082	755
58092	chr2	134631435	134631765	28	58093	331
58099	chr2	135002755	135003167	55	58100	413
58100	chr2	135002787	135003145	144	58101	359
58105	chr2	135798477	135799120	12	58106	644
58115	chr2	136180900	136181868	30	58116	969
58118	chr2	136239804	136240548	112	58119	745
58139	chr2	136650475	136653040	28	58140	2566
58142	chr2	137156188	137157394	25	58143	1207
58167	chr2	139366393	139369796	20	58168	3404
58176	chr2	142561571	142562177	10	58177	607
58177	chr2	142561684	142563480	27	58178	1797
58180	chr2	142770941	142771647	22	58181	707
58184	chr2	142899359	142900575	23	58185	1217
58190	chr2	143026397	143027099	154	58191	703
58201	chr2	143713926	143714515	92	58202	590
58241	chr2	148534219	148535586	35	58242	1368
58251	chr2	149034209	149034862	34	58252	654
58254	chr2	149086036	149086756	14	58255	721
58292	chr2	151883191	151886408	26	58293	3218
58298	chr2	152099582	152100733	26	58299	1152
58334	chr2	157298140	157299399	14	58335	1260
58354	chr2	158740640	158742366	26	58355	1727
58375	chr2	159179255	159180229	63	58376	975
58378	chr2	159227584	159228217	10	58379	634
58381	chr2	159286937	159287332	19	58382	396
58394	chr2	160721077	160721585	10	58395	509
58414	chr2	162025716	162027701	24	58415	1986
58448	chr2	167331397	167332061	17	58449	665
58450	chr2	167380041	167380771	94	58451	731
58473	chr2	169110961	169111968	13	58474	1008
58476	chr2	169340320	169341284	15	58477	965
58484	chr2	169977440	169978413	31	58485	974
58488	chr2	170138226	170141000	11	58489	2775
58492	chr2	170420687	170421375	43	58493	689
58553	chr2	173349279	173349597	12	58554	319
58555	chr2	173389588	173390414	84	58556	827
58557	chr2	173426011	173427537	60	58558	1527
58574	chr2	174024409	174025441	19	58575	1033
58589	chr2	174669945	174671311	12	58590	1367
58613	chr2	175443581	175447805	22	58614	4225
58675	chr2	178754934	178759077	18	58676	4144
58696	chr2	181781142	181781390	22	58697	249
58697	chr2	182162124	182163937	14	58698	1814
58722	chr2	185376478	185376818	36	58723	341
58732	chr2	186812233	186812843	10	58733	611
58753	chr2	188473554	188473974	34	58754	421
58778	chr2	190702879	190704247	24	58779	1369
58780	chr2	190705256	190706080	18	58781	825
58782	chr2	190705350	190706081	36	58783	732
58813	chr2	195335666	195336457	10	58814	792
58821	chr2	195511676	195512938	17	58822	1263
58829	chr2	196067931	196069260	21	58830	1330
58835	chr2	196326111	196327401	10	58836	1291
58846	chr2	197163273	197163914	138	58847	642
58855	chr2	197441294	197442068	10	58856	775
58884	chr2	199228433	199229117	56	58885	685
58896	chr2	199994468	199997153	11	58897	2686
58904	chr2	200393966	200394699	16	58905	734
58912	chr2	200788930	200789240	13	58913	311
58917	chr2	200846553	200847236	40	58918	684
58920	chr2	201042320	201042645	20	58921	326
58933	chr2	201345780	201347185	34	58934	1406
58939	chr2	201673949	201676138	37	58940	2190
58950	chr2	201920853	201921634	20	58951	782
58952	chr2	201934391	201935695	27	58953	1305
58998	chr2	203448754	203453160	16	58999	4407
59019	chr2	204135636	204139482	17	59020	3847
59026	chr2	204262063	204266275	20	59027	4213
59034	chr2	204526227	204529991	37	59035	3765
59045	chr2	205064560	205066483	12	59046	1924
59056	chr2	205655093	205656873	27	59057	1781
59062	chr2	205745401	205746559	12	59063	1159
59065	chr2	205764332	205764759	41	59066	428
59070	chr2	205787659	205789786	12	59071	2128
59134	chr2	207829865	207830427	15	59135	563
59143	chr2	207907864	207910427	12	59144	2564
59158	chr2	208135909	208138577	12	59159	2669
59162	chr2	208267572	208267889	39	59163	318
59173	chr2	209488164	209488715	41	59174	552
59174	chr2	209557177	209557732	83	59175	556
59179	chr2	210100003	210100357	38	59180	355
59180	chr2	210100012	210100357	14	59181	346
59196	chr2	211413724	211414166	12	59197	443
59238	chr2	215425106	215425433	17	59239	328
59259	chr2	216273566	216274664	16	59260	1099
59262	chr2	216379785	216380373	26	59263	589
59263	chr2	216425145	216427412	47	59264	2268
59266	chr2	216436056	216440863	10	59267	4808
59282	chr2	216642040	216642611	18	59283	572
59310	chr2	217052541	217053768	32	59311	1228
59346	chr2	217756411	217756818	29	59347	408
59351	chr2	217802898	217803831	107	59352	934
59352	chr2	217803311	217804030	104	59353	720
59354	chr2	217813725	217814302	12	59355	578
59356	chr2	217865778	217866490	46	59357	713
59359	chr2	217880874	217881463	15	59360	590
59362	chr2	217887843	217889094	30	59363	1252
59367	chr2	217931426	217932180	28	59368	755
59370	chr2	217940655	217941028	10	59371	374
59373	chr2	217947895	217948861	40	59374	967
59391	chr2	218072182	218072627	52	59392	446
59396	chr2	218162554	218163495	54	59397	942
59400	chr2	218263384	218263896	15	59401	513
59404	chr2	218276631	218277349	64	59405	719
59406	chr2	218276632	218277349	30	59407	718
59408	chr2	218289724	218291347	34	59409	1624
59414	chr2	218327145	218327473	10	59415	329
59427	chr2	218434541	218434875	24	59428	335
59428	chr2	218434738	218435439	16	59429	702
59430	chr2	218435769	218438088	91	59431	2320
59449	chr2	218815374	218816234	18	59450	861
59459	chr2	218885267	218888253	24	59460	2987
59463	chr2	218973123	218973706	28	59464	584
59480	chr2	219142759	219144196	17	59481	1438
59486	chr2	219174651	219175836	33	59487	1186
59490	chr2	219210743	219211247	134	59491	505
59494	chr2	219245751	219246495	17	59495	745
59498	chr2	219249169	219250295	37	59499	1127
59514	chr2	219374025	219374854	14	59515	830
59524	chr2	219443042	219443593	42	59525	552
59527	chr2	219450015	219451539	18	59528	1525
59528	chr2	219451056	219451787	19	59529	732
59536	chr2	219496834	219498264	9	59537	1431
59542	chr2	219531935	219532712	44	59543	778
59550	chr2	219606603	219606918	16	59551	316
59575	chr2	219836955	219839505	9	59576	2551
59591	chr2	220096963	220100405	24	59592	3443
59607	chr2	220538827	220539950	51	59608	1124
59609	chr2	220540890	220541373	24	59610	484
59636	chr2	221975912	221977802	18	59637	1891
59648	chr2	222479229	222482087	32	59649	2859
59653	chr2	222659478	222663833	21	59654	4356
59740	chr2	224703166	224703800	19	59741	635
59750	chr2	225452053	225456074	14	59751	4022
59773	chr2	227587235	227587625	54	59774	391
59776	chr2	227666170	227667887	12	59777	1718
59820	chr2	230059379	230061158	17	59821	1780
59826	chr2	230160141	230161121	82	59827	981
59853	chr2	230909226	230910998	31	59854	1773
59857	chr2	230929566	230930135	17	59858	570
59862	chr2	231027099	231028395	29	59863	1297
