PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
71.63	chr4	65179716	65180216	+	4428	NA	intron (NM_021362, intron 3 of 21)	MTD|LTR|ERVL-MaLR	55792	NM_021362	18491	Mm.317854	NM_021362	ENSMUSG00000028370	Pappa	8430414N03Rik|IGFBP-4ase|PAG1|PAPP-A	pregnancy-associated plasma protein A	protein-coding
46.55	chr13	18654078	18655057	+	4427	NA	Intergenic	L1Md_T|LINE|L1	-62725	NM_172120	218035	Mm.27389	NM_172120	ENSMUSG00000041236	Vps41	AI317346|Vam2|mVam2	VPS41 HOPS complex subunit	protein-coding
34.04	chr9	116412561	116413125	+	4426	NA	Intergenic	B1F|SINE|Alu	223663	NR_152204	100043817	Mm.404276	NR_152204		Gm4668	-	predicted gene 4668	ncRNA
31.55	chr18	81954743	81955498	+	4425	NA	Intergenic	Intergenic	36960	NR_039589	100628596		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA
5.73-4	chr5	62738919	62752308	+	4424	NA	intron (NM_178407, intron 2 of 32)	intron (NM_178407, intron 2 of 32)	20564	NM_178407	212285	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
7.89-2	chr5	28173443	28179842	+	4423	NA	Intergenic	Intergenic	10946	NM_010134	13799	Mm.4298	NM_010134	ENSMUSG00000039095	En2	BB131122|En-2|mo-En-2	engrailed 2	protein-coding
30.26	chr4	18189604	18202573	+	4422	NA	Intergenic	ORR1B1-int|LTR|ERVL-MaLR	342630	NM_019724	17389	Mm.187315	NM_019724	ENSMUSG00000028226	Mmp16	MT-MMP 3|MT3-MMP|Mt3mmp	matrix metallopeptidase 16	protein-coding
15.15	chr14	26915008	26916432	+	4421	NA	TTS (NM_001170748)	TTS (NM_001170748)	21106	NM_080856	142687	Mm.138259	NM_080856	ENSMUSG00000021898	Asb14	Asb-14	ankyrin repeat and SOCS box-containing 14	protein-coding
40.28	chr10	84590670	84592530	+	4420	NA	intron (NM_146008, intron 5 of 9)	intron (NM_146008, intron 5 of 9)	14653	NM_146008	216198	Mm.296142	NM_146008	ENSMUSG00000020034	Tcp11l2	E430026E19Rik	t-complex 11 (mouse) like 2	protein-coding
37.68-2	chr11	27838414	27843846	+	4419	NA	Intergenic	Intergenic	743194	NM_001346759	216613	Mm.93759	NM_181577	ENSMUSG00000032878	Ccdc85a	-	coiled-coil domain containing 85A	protein-coding
21.06	chr8	72148738	72150681	+	4418	NA	intron (NM_001001491, intron 7 of 7)	intron (NM_001001491, intron 7 of 7)	-11491	NM_023126	17274	Mm.162811	NM_023126	ENSMUSG00000003037	Rab8a	AA409338|Mel	RAB8A, member RAS oncogene family	protein-coding
28.85-2	chr12	101558932	101565873	+	4417	NA	intron (NM_173023, intron 17 of 26)	MusHAL1|LINE|L1	149171	NM_028924	74413	Mm.275939	NM_028924	ENSMUSG00000021187	Tc2n	4933406D09Rik|Mtac2d1|Tac2-N	tandem C2 domains, nuclear	protein-coding
77.02	chr10	30803342	30804066	+	4416	NA	promoter-TSS (NM_001358841)	promoter-TSS (NM_001358841)	-378	NM_172495	211329	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding
53.42-3	chrX	86790113	86790662	+	4415	NA	intron (NM_001160403, intron 6 of 10)	MT2B|LTR|ERVL	-435393	NR_036689	245502	Mm.490821	NR_036689		Gm41	-	melanoma antigen, family B, 4 pseudogene	pseudo
18.55-2	chr11	116289116	116296460	+	4414	NA	intron (NM_001347636, intron 12 of 18)	intron (NM_001347636, intron 12 of 18)	11849	NM_010254	14428	Mm.57149	NM_010254	ENSMUSG00000020793	Galr2	mGalR	galanin receptor 2	protein-coding
8.23	chr1	138417880	138420430	+	4413	NA	Intergenic	Intergenic	145417	NM_177397	338375	Mm.114424	NM_177397	ENSMUSG00000026394	Atp6v1g3	-	ATPase, H+ transporting, lysosomal V1 subunit G3	protein-coding
5.43	chr11	112430247	112436793	+	4412	NA	Intergenic	Intergenic	277836	NR_024085	217294	Mm.297761	NM_146031	ENSMUSG00000041674	BC006965	-	cDNA sequence BC006965	ncRNA
41.46	chr12	111289603	111290057	+	4411	NA	Intergenic	Intergenic	18734	NM_033603	93835	Mm.197639	NM_033603	ENSMUSG00000021278	Amn	-	amnionless	protein-coding
9.99-2	chrX	73343792	73349594	+	4410	NA	intron (NM_001160229, intron 2 of 4)	intron (NM_001160229, intron 2 of 4)	4072	NM_001160229	27081	Mm.26595	NM_031494	ENSMUSG00000031365	Zfp275	5430431L06Rik|AI593314|DXBay20|DXHXS52|DXPas8	zinc finger protein 275	protein-coding
7.24	chr9	50232861	50233838	+	4409	NA	promoter-TSS (NR_131161)	promoter-TSS (NR_131161)	-167	NR_131161	71873		NR_131161	ENSMUSG00000110916	2310003N18Rik	-	RIKEN cDNA 2310003N18 gene	ncRNA
9.5-2	chr10	99503806	99509442	+	4408	NA	Intergenic	MTD|LTR|ERVL-MaLR	-102547	NR_038019	100504202	Mm.403801	NR_038019	ENSMUSG00000111962	Gm20110	-	predicted gene, 20110	ncRNA
7.63	chr2	129174329	129181126	+	4407	NA	TTS (NR_045264)	TTS (NR_045264)	2946	NR_045264	100048701	Mm.428544	NR_045264	ENSMUSG00000084826	AI847159	-	expressed sequence AI847159	ncRNA
9.69	chr5	35501258	35502772	+	4406	NA	TTS (NM_153107)	TTS (NM_153107)	23611	NM_153107	242939	Mm.108557	NM_153107	ENSMUSG00000036596	Cpz	AV136066	carboxypeptidase Z	protein-coding
30.02	chr5	74822581	74822967	+	4405	NA	Intergenic	Intergenic	-119871	NM_001159577	16924	Mm.440403	NM_010727	ENSMUSG00000029228	Lnx1	Lnx	ligand of numb-protein X 1	protein-coding
10.5	chr12	65366607	65369846	+	4404	NA	Intergenic	RLTR25A|LTR|ERVK	142709	NM_027614	70948	Mm.219475	NM_027614	ENSMUSG00000035560	Wdr20rt	4921538B03Rik|4930427E19Rik|Wdr20|Wdr20b	WD repeat domain 20, retrogene	protein-coding
11.32	chr10	109006561	109008321	+	4403	NA	intron (NM_001358502, intron 1 of 12)	intron (NM_001358502, intron 1 of 12)	1670	NM_001358502	20979	Mm.289702	NM_009306	ENSMUSG00000035864	Syt1	AW124717|G630098F17Rik|SytI	synaptotagmin I	protein-coding
26.56-2	chr9	94068404	94073650	+	4402	NA	Intergenic	Intergenic	467054	NM_001033145	68861	Mm.258746	NM_001033145	ENSMUSG00000045414	Dipk2a	1190002N15Rik|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
43.49	chr11	98124077	98124598	+	4401	NA	intron (NM_028149, intron 2 of 14)	B2_Mm2|SINE|B2	25279	NM_028149	72194	Mm.218350	NM_028149	ENSMUSG00000020883	Fbxl20	2610511F20Rik|4632423N09Rik|AI849362|AL117906|C86145|Fbl2|Scr|mKIAA4147	F-box and leucine-rich repeat protein 20	protein-coding
26.67	chr4	107069392	107070816	+	4400	NA	intron (NM_175471, intron 3 of 8)	intron (NM_175471, intron 3 of 8)	3116	NM_001346552	230582	Mm.44608	NM_175471	ENSMUSG00000028621	Cyb5rl	2810410C14Rik	cytochrome b5 reductase-like	protein-coding
7.79	chr16	85758180	85759992	+	4399	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	44027	NM_009621	11504	Mm.1421	NM_009621	ENSMUSG00000022893	Adamts1	ADAM-TS1|ADAMTS|ADAMTS-1|C3-C5|METH-1|METH1	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	protein-coding
56.02	chr1	14680433	14681573	+	4398	NA	Intergenic	Intergenic	74963	NM_010827	17681	Mm.5820	NM_010827	ENSMUSG00000025930	Msc	MyoR|bHLHa22	musculin	protein-coding
21.16	chr5	66687209	66688822	+	4397	NA	TTS (NM_011670)	TTS (NM_011670)	-11518	NR_102714	101202684	Mm.381468	NR_102714	ENSMUSG00000087601	Uchl1os	Gm16832|Uchl1as	ubiquitin carboxy-terminal hydrolase L1, opposite strand	ncRNA
9.78-2	chr17	24738913	24741383	+	4396	NA	exon (NM_013759, exon 3 of 5)	exon (NM_013759, exon 3 of 5)	3555	NM_013759	27361	Mm.28212	NM_013759	ENSMUSG00000075705	Msrb1	D17Wsu82e|SELX|SelR|Sepr|Sepx1	methionine sulfoxide reductase B1	protein-coding
22.43-2	chr5	100920554	100922672	+	4395	NA	Intergenic	UCON28a|Unknown|Unknown	75384	NM_172715	231510	Mm.271911	NM_172715	ENSMUSG00000029314	Gpat3	1-AGPAT|1-AGPAT 9|4933407I02Rik|4933408F15|A230097K15Rik|Agpat9|GPAT-3|mGPAT3	glycerol-3-phosphate acyltransferase 3	protein-coding
60.9	chr19	16600700	16602302	+	4394	NA	intron (NM_008137, intron 3 of 6)	ID_B1|SINE|B4	165834	NM_008137	14675	Mm.313181	NM_008137	ENSMUSG00000024697	Gna14	AU023208	guanine nucleotide binding protein, alpha 14	protein-coding
11.61-2	chr3	37610358	37611931	+	4393	NA	intron (NR_130162, intron 1 of 2)	intron (NR_130162, intron 1 of 2)	1253	NR_130162	75947	Mm.109620	NR_130161	ENSMUSG00000085677	4930594O21Rik	-	RIKEN cDNA 4930594O21 gene	ncRNA
17.05-2	chr3	96045687	96047288	+	4392	NA	intron (NM_013841, intron 6 of 14)	intron (NM_013841, intron 6 of 14)	11968	NM_013841	22365	Mm.263185	NM_013841	ENSMUSG00000015747	Vps45	AI462172|AW554165|mVps45	vacuolar protein sorting 45	protein-coding
13.78	chr2	179264761	179271162	+	4391	NA	Intergenic	Intergenic	-146975	NM_026596	68175	Mm.158187	NM_026596		4930591A17Rik	-	RIKEN cDNA 4930591A17 gene	protein-coding
12.87	chr18	88586697	88587277	+	4390	NA	Intergenic	Intergenic	307220	NM_018821	54607	Mm.91920	NM_018821	ENSMUSG00000056153	Socs6	1500012M23Rik|5830401B18Rik|AI447482|Cis4|Cish4|HSPC060|SOCS-4|SOCS-6|SSI4|STAI4|STATI4|Socs4	suppressor of cytokine signaling 6	protein-coding
61.82-2	chr5	107808290	107809159	+	4389	NA	intron (NM_007964, intron 11 of 17)	MTC|LTR|ERVL-MaLR	-21438	NM_001276397	73318	Mm.441500	NM_028502	ENSMUSG00000063447	Ube2d2b	1700013N18Rik	ubiquitin-conjugating enzyme E2D 2B	protein-coding
55.57	chr5	68606719	68607934	+	4388	NA	Intergenic	Intergenic	575491	NM_001018019	433899	Mm.332422	NM_001018019	ENSMUSG00000068082	Grxcr1	Tg(Eno2-Gabrb3)0370Brll|pi|tde	glutaredoxin, cysteine rich 1	protein-coding
8.15-2	chr9	83287692	83290830	+	4387	NA	Intergenic	Intergenic	-142286	NR_102437	100039186	Mm.212721	NR_102437	ENSMUSG00000099718	Gm2087	-	predicted gene 2087	ncRNA
30.36-3	chr14	102432445	102434551	+	4386	NA	Intergenic	Intergenic	549134	NR_039592	100628599		NR_039592	ENSMUSG00000092901	Mir5130	mir-5130|mmu-mir-5130|mu-mir-5130	microRNA 5130	ncRNA
6.61-4	chr3	78684341	78685189	+	4385	NA	Intergenic	Intergenic	460981	NM_001310536	76089	Mm.31220	NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding
10.08	chr1	132110762	132111988	+	4384	NA	Intergenic	Intergenic	28310	NM_008795	18557	Mm.28130	NM_008795	ENSMUSG00000026437	Cdk18	AA682070|Ctk18|Pctk3	cyclin-dependent kinase 18	protein-coding
5.2-3	chr7	66257987	66259026	+	4383	NA	TTS (NM_146191)	TTS (NM_146191)	123218	NR_106024	102465640		NR_106024	ENSMUSG00000098353	Mir7057	Gm27550|mmu-mir-7057	microRNA 7057	ncRNA
13.61-2	chr12	37768644	37770053	+	4382	NA	Intergenic	Intergenic	-110826	NM_001361688	217480	Mm.126525	NM_178681	ENSMUSG00000036095	Dgkb	6430574F24|90kda|C630029D13Rik|DAGK2|DGK|DGK-beta|mKIAA0718	diacylglycerol kinase, beta	protein-coding
11.52-3	chr4	63340445	63343194	+	4381	NA	Intergenic	RLTR20A2B_MM|LTR|ERVK	-2737	NM_008768	18405	Mm.4777	NM_008768	ENSMUSG00000039196	Orm1	Agp-1|Agp-2|Orm-1	orosomucoid 1	protein-coding
18.19-2	chr1	88657667	88658384	+	4380	NA	Intergenic	MTEb|LTR|ERVL-MaLR	44166	NM_177305	320982	Mm.27968	NM_177305	ENSMUSG00000049866	Arl4c	A630084M22Rik|Arl7|LAK	ADP-ribosylation factor-like 4C	protein-coding
67.69-2	chr7	138886575	138888218	+	4379	NA	Intergenic	Intergenic	22110	NM_009760	12176	Mm.378890	NM_009760	ENSMUSG00000078566	Bnip3	Nip3	BCL2/adenovirus E1B interacting protein 3	protein-coding
16.28	chr3	8031503	8032538	+	4378	NA	Intergenic	L1Md_F2|LINE|L1	-77133	NR_040587	75476	Mm.491752	NR_040587	ENSMUSG00000100010	1700010I02Rik	-	RIKEN cDNA 1700010I02 gene	ncRNA
7.83-4	chr12	97709098	97715227	+	4377	NA	Intergenic	Intergenic	547297	NM_008079	14420	Mm.5120	NM_008079	ENSMUSG00000021003	Galc	2310068B06Rik|A930008M05Rik|AW212969|AW413532|Gacy|twi|twitcher	galactosylceramidase	protein-coding
7.99-5	chr10	25642056	25647783	+	4376	NA	intron (NR_136909, intron 3 of 3)	L1_Mus4|LINE|L1	-23356	NR_156009	102640972	Mm.405617	NR_156009		Gm36908	-	predicted gene, 36908	ncRNA
25.91	chr12	107376780	107377480	+	4375	NA	Intergenic	Intergenic	358358	NR_045973	74968	Mm.359821	NR_045973	ENSMUSG00000085641	4930465M20Rik	4930431H15Rik	RIKEN cDNA 4930465M20 gene	ncRNA
37.61-2	chr9	19471911	19478682	+	4374	NA	Intergenic	L1_Mus2|LINE|L1	2952	NM_146523	258516	Mm.377547	NM_146523	ENSMUSG00000094535	Olfr850	MOR147-2	olfactory receptor 850	protein-coding
7.94-3	chr2	32615066	32615813	+	4373	NA	intron (NM_001025310, intron 4 of 5)	URR1A|DNA|hAT-Charlie	-6319	NM_001198790	11636	Mm.29189	NM_021515	ENSMUSG00000026817	Ak1	Ak-1|B430205N08Rik	adenylate kinase 1	protein-coding
5.32-2	chr10	109365314	109366868	+	4372	NA	Intergenic	B1_Mm|SINE|Alu	-355116	NM_001252342	20979	Mm.289702	NM_009306	ENSMUSG00000035864	Syt1	AW124717|G630098F17Rik|SytI	synaptotagmin I	protein-coding
15.74-5	chr13	62531112	62534788	+	4371	NA	intron (NM_001360915, intron 1 of 2)	intron (NM_001360915, intron 1 of 2)	25679	NM_001162911	77117	Mm.440905	NM_175252	ENSMUSG00000074865	Zfp934	6720457D02Rik	zinc finger protein 934	protein-coding
6.3-2	chr2	25415006	25418036	+	4370	NA	Intergenic	RLTR14-int|LTR|ERV1	-6721	NM_001289456	14347	Mm.1203	NM_013524	ENSMUSG00000036587	Fut7	AI853193|FTVII|Fuc-TVII|FucT-VII	fucosyltransferase 7	protein-coding
16.3-4	chr10	93745059	93749212	+	4369	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-63813	NR_038017	100504069	Mm.391412	NR_038017	ENSMUSG00000085723	Gm15915	-	predicted gene 15915	ncRNA
11.96-2	chr6	38822080	38831269	+	4368	NA	intron (NM_001294144, intron 1 of 14)	B1_Mur3|SINE|Alu	10637	NM_001136065	15258	Mm.23790	NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
23.1-2	chr2	152335669	152337272	+	4367	NA	TTS (NM_175093)	TTS (NM_175093)	-3831	NM_019705	24105	Mm.182145	NM_019705	ENSMUSG00000027466	Rbck1	AL033326|HOIL-1|HOIL-1L|UIP28|Ubce7ip3	RanBP-type and C3HC4-type zinc finger containing 1	protein-coding
25.29	chrX	117462206	117462531	+	4366	NA	Intergenic	Intergenic	447611	NM_001102665	100039319	Mm.469831	NM_001102665	ENSMUSG00000067441	H2afb1	Gm14920|Gm1539|H2A.B.3|H2A.Bbd1|H2A.Lap1	H2A histone family member B1	protein-coding
12.57	chr16	26766627	26768094	+	4365	NA	Intergenic	L2|LINE|L2	-11858	NR_105063	100504628	Mm.393275	NR_105063	ENSMUSG00000092545	Gm20319	-	predicted gene, 20319	ncRNA
37.85	chr17	39018228	39018848	+	4364	NA	Intergenic	IAPEY4_I-int|LTR|ERVK	-18157	NM_001256050	100126776	Mm.471588	NM_001256050	ENSMUSG00000095625	Esp24	Gm21947	exocrine gland secreted peptide 24	protein-coding
23.62	chr13	52982524	52984728	+	4363	NA	Intergenic	Intergenic	-2587	NM_017373	18030	Mm.136604	NM_017373	ENSMUSG00000056749	Nfil3	AV225605|E4BP4	nuclear factor, interleukin 3, regulated	protein-coding
23.46	chr4	69642551	69645621	+	4362	NA	Intergenic	Intergenic	-689689	NM_019967	56710	Mm.248788	NM_019967	ENSMUSG00000028351	Brinp1	BRINP|Dbc1|Dbccr1|Fam5a	bone morphogenic protein/retinoic acid inducible neural specific 1	protein-coding
14.61	chr3	36827803	36828470	+	4361	NA	Intergenic	Intergenic	-34970	NM_172679	229227	Mm.207907	NM_172679	ENSMUSG00000037270	4932438A13Rik	4732443H21|B830039D19Rik|D630029K19Rik|FSA|Kiaa1109|Tweek	RIKEN cDNA 4932438A13 gene	protein-coding
68.16	chr10	105235169	105235469	+	4360	NA	intron (NM_177368, intron 11 of 11)	intron (NM_177368, intron 11 of 11)	339160	NM_177368	278279	Mm.25225	NM_177368	ENSMUSG00000036019	Tmtc2	8430438D04Rik|D330034A10Rik	transmembrane and tetratricopeptide repeat containing 2	protein-coding
12.6-2	chr10	39096736	39099451	+	4359	NA	intron (NM_010681, intron 33 of 37)	intron (NM_010681, intron 33 of 37)	35807	NM_001359442	66337	Mm.45187	NM_183254	ENSMUSG00000051736	Fam229b	1700025K23Rik	family with sequence similarity 229, member B	protein-coding
29.14-2	chr14	95655969	95657292	+	4358	NA	Intergenic	Intergenic	-224624	NM_001358241	66732	Mm.75060	NM_025733	ENSMUSG00000034689	Spertl	4921530L21Rik	spermatid associated like	protein-coding
19.52-2	chr3	9162321	9167128	+	4357	NA	Intergenic	Lx8|LINE|L1	-85843	NM_177660	229055	Mm.103262	NM_177660	ENSMUSG00000069114	Zbtb10	4832414A18|AU021107|RINZF	zinc finger and BTB domain containing 10	protein-coding
9.37-2	chr7	65390436	65394413	+	4356	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-21180	NM_009386	21872	Mm.4342	NM_009386	ENSMUSG00000030516	Tjp1	ZO1	tight junction protein 1	protein-coding
37.92	chr11	76088646	76089520	+	4355	NA	intron (NM_026664, intron 13 of 21)	intron (NM_026664, intron 13 of 21)	-61301	NM_029658	76566	Mm.34131	NM_029658	ENSMUSG00000020846	Rflnb	1500005K14Rik|Fam101b|RefilinB|cfm	refilin B	protein-coding
11.94	chr10	39490013	39490542	+	4354	NA	intron (NM_001122893, intron 3 of 13)	intron (NM_001122893, intron 3 of 13)	120478	NM_001122893	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding
7.86-5	chr7	113684451	113693687	+	4353	NA	Intergenic	Intergenic	-76929	NM_145584	233744	Mm.334160	NM_145584	ENSMUSG00000038156	Spon1	AI666765|AW455831|BC020531|D330035F22Rik|FSP	spondin 1, (f-spondin) extracellular matrix protein	protein-coding
23.81-3	chr6	18160273	18160837	+	4352	NA	Intergenic	Intergenic	-10132	NM_021050	12638	Mm.15621	NM_021050	ENSMUSG00000041301	Cftr	AW495489|Abcc7	cystic fibrosis transmembrane conductance regulator	protein-coding
15.98-2	chr12	80853045	80855995	+	4351	NA	intron (NM_001242419, intron 3 of 6)	intron (NM_001242419, intron 3 of 6)	63988	NM_001242419	217684	Mm.341776	NM_178682	ENSMUSG00000021133	Susd6	4933426M11Rik|mKIAA0247	sushi domain containing 6	protein-coding
13.8-4	chr9	109182659	109183289	+	4350	NA	intron (NM_177598, intron 7 of 9)	intron (NM_177598, intron 7 of 9)	13001	NM_177598	211305	Mm.225242	NM_177598	ENSMUSG00000049314	Fbxw13	E330017E16	F-box and WD-40 domain protein 13	protein-coding
11.52-2	chrX	162088052	162099798	+	4349	NA	intron (NM_001081052, intron 1 of 7)	intron (NM_001081052, intron 1 of 7)	65516	NM_001081052	195727	Mm.336313	NM_001081052	ENSMUSG00000059493	Nhs	Gm389|Gm48|Nhs1|Xcat	NHS actin remodeling regulator	protein-coding
8.86-4	chr14	66478238	66483594	+	4348	NA	Intergenic	MTD|LTR|ERVL-MaLR	136620	NM_001310522	56471	Mm.35474	NM_019675	ENSMUSG00000022044	Stmn4	Lagl|R75359|RB3	stathmin-like 4	protein-coding
78.91	chr5	149073323	149074926	+	4347	NA	Intergenic	PB1D10|SINE|Alu	-21067	NM_010439	15289	Mm.207047	NM_010439	ENSMUSG00000066551	Hmgb1	HMG-1|Hmg1|SBP-1|p30	high mobility group box 1	protein-coding
128.06	chr4	40450442	40451182	+	4346	NA	Intergenic	Intergenic	-21368	NM_177175	320500	Mm.156365	NM_177175	ENSMUSG00000046593	Tmem215	A930001M12Rik	transmembrane protein 215	protein-coding
46.75	chr16	49935846	49938947	+	4345	NA	Intergenic	L2a|LINE|L2	-18434	NR_153658	100503490	Mm.72499	NR_153658		Gm19723	-	predicted gene, 19723	ncRNA
16.89-2	chr19	29725074	29731272	+	4344	NA	intron (NM_172836, intron 5 of 7)	intron (NM_172836, intron 5 of 7)	30232	NM_029993	77836	Mm.138437	NM_029993	ENSMUSG00000024806	Mlana	A930034P04Rik|Mart1	melan-A	protein-coding
43.12	chr5	125821173	125824079	+	4343	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	27275	NM_001370875	231736		NM_001370875		Gm4868	EG231736	predicted gene 4868	protein-coding
85.06	chr1	4977446	4978373	+	4342	NA	intron (NM_001177795, intron 2 of 5)	intron (NM_001177795, intron 2 of 5)	40825	NM_001290372	58175	Mm.103771	NM_021374	ENSMUSG00000002459	Rgs20	2900073E09Rik|Rgsz1	regulator of G-protein signaling 20	protein-coding
5.73-3	chr15	36233864	36236052	+	4341	NA	non-coding (NR_153381, exon 22 of 22)	non-coding (NR_153381, exon 22 of 22)	5206	NR_106173	102465888		NR_106173	ENSMUSG00000098457	Mir8097	Gm27497|mmu-mir-8097	microRNA 8097	ncRNA
4.53-2	chr9	14295577	14306311	+	4340	NA	intron (NM_030261, intron 1 of 9)	intron (NM_030261, intron 1 of 9)	24643	NM_030261	75747	Mm.325126	NM_030261	ENSMUSG00000032009	Sesn3	5630400E15Rik|BC003348|SEST3	sestrin 3	protein-coding
6.95-3	chr2	96658302	96661606	+	4339	NA	intron (NM_001363047, intron 2 of 8)	B1_Mur2|SINE|Alu	341785	NM_001289743	241568	Mm.241682	NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
19.26-2	chr4	69474574	69477188	+	4338	NA	Intergenic	B4|SINE|B4	-521484	NM_019967	56710	Mm.248788	NM_019967	ENSMUSG00000028351	Brinp1	BRINP|Dbc1|Dbccr1|Fam5a	bone morphogenic protein/retinoic acid inducible neural specific 1	protein-coding
11.21-3	chr12	119087604	119089107	+	4337	NA	Intergenic	Intergenic	-121934	NM_029961	77706	Mm.261496	NM_029961	ENSMUSG00000072791	Abcb5	9230106F14Rik	ATP-binding cassette, sub-family B (MDR/TAP), member 5	protein-coding
22.79-4	chr1	180490538	180493358	+	4336	NA	Intergenic	RMER19B|LTR|ERVK	-8444	NM_001081227	381310	Mm.44791	NM_001081227	ENSMUSG00000053963	Stum	6330403A02Rik|Gm10001|R75555	mechanosensory transduction mediator	protein-coding
36.05-3	chr17	27245445	27246266	+	4335	NA	intron (NR_131118, intron 1 of 2)	MLT1H2|LTR|ERVL-MaLR	2211	NR_131118	319720	Mm.394996	NR_131118	ENSMUSG00000117916	9630028I04Rik	-	RIKEN cDNA 9630028I04 gene	ncRNA
21.94-3	chr19	12376446	12378130	+	4334	NA	intron (NR_030566, intron 3 of 3)	L1_Mus1|LINE|L1	-16977	NM_146684	258679	Mm.271520	NM_146684	ENSMUSG00000046650	Olfr1440	MOR215-1	olfactory receptor 1440	protein-coding
19.38-2	chr6	65453668	65454216	+	4333	NA	intron (NM_175524, intron 4 of 5)	intron (NM_175524, intron 4 of 5)	72648	NM_175524	243407	Mm.389758	NM_175524	ENSMUSG00000029917	Qrfprl	C130060K24Rik	pyroglutamylated RFamide peptide receptor like	protein-coding
7.9-3	chr9	8948969	8950035	+	4332	NA	intron (NM_008829, intron 4 of 7)	intron (NM_008829, intron 4 of 7)	49669	NM_008829	18667	Mm.12798	NM_008829	ENSMUSG00000031870	Pgr	9930019P03Rik|BB114106|NR3C3|PR|PR-A|PR-B	progesterone receptor	protein-coding
27.42	chr10	80938466	80940764	+	4331	NA	Intergenic	ID_B1|SINE|B4	9524	NM_008655	17873	Mm.1360	NM_008655	ENSMUSG00000015312	Gadd45b	AI323528|Myd118	growth arrest and DNA-damage-inducible 45 beta	protein-coding
47.34	chr3	85631604	85634312	+	4330	NA	intron (NM_144896, intron 9 of 12)	intron (NM_144896, intron 9 of 12)	58829	NM_144896	229487	Mm.52275	NM_144896	ENSMUSG00000028085	Gatb	9430026F02Rik|Pet112|Pet112l	glutamyl-tRNA(Gln) amidotransferase, subunit B	protein-coding
29.8	chr3	115437174	115439560	+	4329	NA	Intergenic	L1Md_T|LINE|L1	276688	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding
11.95-6	chr16	44070540	44071953	+	4328	NA	Intergenic	Intergenic	-29238	NM_001359085	207798	Mm.19316	NM_153528	ENSMUSG00000036292	Gramd1c	4921521N14Rik	GRAM domain containing 1C	protein-coding
4.82-2	chr14	108445665	108451680	+	4327	NA	Intergenic	Lx8|LINE|L1	465567	NM_199065	76965	Mm.257268	NM_199065	ENSMUSG00000075478	Slitrk1	3200001I04Rik	SLIT and NTRK-like family, member 1	protein-coding
8.19	chr3	17162724	17169540	+	4326	NA	Intergenic	L1_Mus3|LINE|L1	349038	NR_153388	102632048	Mm.417635	NR_153388		Gm30223	-	predicted gene, 30223	ncRNA
7.99-4	chr8	57212635	57215691	+	4325	NA	Intergenic	Intergenic	106696	NR_110474	102636514	Mm.229304	NR_110474	ENSMUSG00000100510	Hand2os1	Gm28063|Hand2-as1|Uph	Hand2, opposite strand 1	ncRNA
10.24-2	chr6	52608984	52609965	+	4324	NA	intron (NM_145567, intron 4 of 7)	B1_Mus2|SINE|Alu	30826	NM_145567	58875	Mm.286458	NM_145567	ENSMUSG00000029776	Hibadh	6430402H10Rik|AI265272	3-hydroxyisobutyrate dehydrogenase	protein-coding
11.24-2	chr4	41756111	41758465	+	4323	NA	intron (NM_001302511, intron 4 of 7)	intron (NM_001302511, intron 4 of 7)	1026	NM_001302511	14430	Mm.439669	NM_016658	ENSMUSG00000036073	Galt	AW553376	galactose-1-phosphate uridyl transferase	protein-coding
