PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/EJM/ecc_pipe_result/cresil_result.analysis.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15.75	chr18	31997828	31998895	+	2553	NA	Intergenic	Intergenic	-20464	NM_017831	54941	Hs.633703	NM_017831	ENSG00000101695	RNF125	TNORS|TRAC-1|TRAC1	ring finger protein 125	protein-coding
25.47	chr13	51759376	51760281	+	2552	NA	3' UTR (NM_052950, exon 12 of 12)	3' UTR (NM_052950, exon 12 of 12)	44334	NM_024705	79758	Hs.266728	NM_024705	ENSG00000102796	DHRS12	SDR40C1	dehydrogenase/reductase 12	protein-coding
13.08	chr11	42063634	42064731	+	2551	NA	intron (NR_135065, intron 4 of 9)	L1MEc|LINE|L1	21276	NR_135065	101928591	Hs.149771	NR_135065		LINC02745	-	long intergenic non-protein coding RNA 2745	ncRNA
54.52	chr1	167178200	167179372	+	2550	NA	intron (NR_110811, intron 3 of 3)	intron (NR_110811, intron 3 of 3)	17019	NR_110811	101928484	Hs.568496	NR_110811		LINC01363	RBSG4	long intergenic non-protein coding RNA 1363	ncRNA
10.94	chr4	24995555	24997195	+	2549	NA	Intergenic	Intergenic	-16171	NM_173463	91050	Hs.106432	NM_173463	ENSG00000181982	CCDC149	-	coiled-coil domain containing 149	protein-coding
12.61-2	chr3	127441082	127441652	+	2548	NA	Intergenic	MER20|DNA|hAT-Charlie	-50697	NR_110147	101927123	Hs.526761	NR_110147	ENSG00000244215	LINC02016	-	long intergenic non-protein coding RNA 2016	ncRNA
10.84	chr20	50511029	50513844	+	2547	NA	intron (NM_001278618, intron 1 of 8)	intron (NM_001278618, intron 1 of 8)	2053	NM_002827	5770	Hs.417549	NM_002827	ENSG00000196396	PTPN1	PTP1B	protein tyrosine phosphatase non-receptor type 1	protein-coding
5.88	chr1	242490095	242490764	+	2546	NA	intron (NM_001320272, intron 2 of 10)	intron (NM_001320272, intron 2 of 10)	34267	NM_152666	200150	Hs.672452	NM_152666	ENSG00000180287	PLD5	PLDC	phospholipase D family member 5	protein-coding
15.4	chr11	76352018	76353134	+	2545	NA	non-coding (NR_130898, exon 6 of 6)	non-coding (NR_130898, exon 6 of 6)	28389	NR_130898	5612	Hs.503315	NM_004705	ENSG00000137492	THAP12	DAP4|P52rIPK|PRKRIR|THAP0	THAP domain containing 12	protein-coding
58.13	chr14	104742395	104742761	+	2544	NA	intron (NM_199165, intron 9 of 12)	intron (NM_199165, intron 9 of 12)	-10569	NM_021709	10572	Hs.112058	NM_006427	ENSG00000184990	SIVA1	CD27BP|SIVA|Siva-1|Siva-2	SIVA1 apoptosis inducing factor	protein-coding
18.51	chr4	2844191	2845494	+	2543	NA	intron (NM_001286645, intron 1 of 17)	intron (NM_001286645, intron 1 of 17)	692	NM_001354758	118	Hs.183706	NM_001119	ENSG00000087274	ADD1	ADDA	adducin 1	protein-coding
23.58	chr20	46426645	46426864	+	2542	NA	intron (NR_146919, intron 2 of 3)	HAL1|LINE|L1	-19703	NM_182764	63916	Hs.210469	NM_022086	ENSG00000062598	ELMO2	CED-12|CED12|Ced-12A|ELMO-2|VMPI	engulfment and cell motility 2	protein-coding
21.28	chr13	94282327	94282908	+	2541	NA	intron (NM_005708, intron 4 of 8)	MLT1H1|LTR|ERVL-MaLR	-94626	NR_046535	100873972	Hs.670344	NR_046535	ENSG00000236520	GPC6-AS1	-	GPC6 antisense RNA 1	ncRNA
13.55-2	chr20	12799804	12802591	+	2540	NA	Intergenic	L1HS|LINE|L1	135766	NR_109872	102606466	Hs.602196	NR_109872		LOC102606466	-	uncharacterized LOC102606466	ncRNA
8.07-2	chr18	30878329	30879090	+	2539	NA	Intergenic	L2|LINE|L2	164033	NM_001941	1825	Hs.41690	NM_001941	ENSG00000134762	DSC3	CDHF3|DSC|DSC1|DSC2|DSC4|HT-CP	desmocollin 3	protein-coding
5.89-6	chr3	129719779	129720334	+	2538	NA	intron (NM_001349271, intron 2 of 4)	AluJb|SINE|Alu	4057	NM_001349274	23023	Hs.477547	NM_015008	ENSG00000172765	TMCC1	-	transmembrane and coiled-coil domain family 1	protein-coding
22.02	chr2	185265104	185266208	+	2537	NA	Intergenic	THE1D-int|LTR|ERVL-MaLR	-98584	NR_136319	105373782	Hs.128285	NR_136319		LOC105373782	-	uncharacterized LOC105373782	ncRNA
19.29-2	chr6	84402169	84403142	+	2536	NA	Intergenic	Intergenic	72274	NR_132100	105377880	Hs.171384	NR_132100	ENSG00000231776	LINC01611	TCONS_l2_00025430	long intergenic non-protein coding RNA 1611	ncRNA
6.87-3	chr8	141224201	141231569	+	2535	NA	intron (NM_001286646, intron 1 of 7)	intron (NM_001286646, intron 1 of 7)	689	NM_001286648	57210	Hs.372492	NM_001080431	ENSG00000022567	SLC45A4	-	solute carrier family 45 member 4	protein-coding
29.51	chr17	22215244	22216446	+	2534	NA	Intergenic	AluSz|SINE|Alu	12850	NR_144546	23666	Hs.499916	NR_144546	ENSG00000263563	UBBP4	-	ubiquitin B pseudogene 4	pseudo
9.44	chr6	48377904	48378878	+	2533	NA	Intergenic	Intergenic	-309702	NM_207499	442213	Hs.659409	NM_207499	ENSG00000244694	PTCHD4	C6orf138|PTCH53|dJ402H5.2	patched domain containing 4	protein-coding
32.8	chr20	15066347	15066684	+	2531	NA	intron (NM_001351663, intron 5 of 17)	MLT1H|LTR|ERVL-MaLR	-130325	NM_001033087	140733	Hs.661576	NM_080676	ENSG00000172264	MACROD2	C20orf133|C2orf133	mono-ADP ribosylhydrolase 2	protein-coding
96.14	chr11	759768	760133	+	2530	NA	intron (NM_006755, intron 3 of 7)	intron (NM_006755, intron 3 of 7)	12486	NM_006755	6888	Hs.438678	NM_006755	ENSG00000177156	TALDO1	TAL|TAL-H|TALDOR|TALH	transaldolase 1	protein-coding
13.8-3	chr5	160138968	160139329	+	2529	NA	Intergenic	Intergenic	-19698	NM_001349734	114825	Hs.744960	NM_052927	ENSG00000170234	PWWP2A	MST101	PWWP domain containing 2A	protein-coding
19.82-2	chr19	18192377	18192642	+	2528	NA	promoter-TSS (NM_032683)	promoter-TSS (NM_032683)	-709	NM_032683	84769	Hs.515254	NM_032683	ENSG00000254858	MPV17L2	FKSG24	MPV17 mitochondrial inner membrane protein like 2	protein-coding
9.16	chr7	111882400	111883373	+	2527	NA	intron (NM_001363540, intron 16 of 52)	AluSp|SINE|Alu	74381	NR_103806	100506413	Hs.677513	NR_103806	ENSG00000225572	DOCK4-AS1	-	DOCK4 antisense RNA 1	ncRNA
16.55	chr17	21242411	21242791	+	2526	NA	3' UTR (NM_152914, exon 3 of 3)	3' UTR (NM_152914, exon 3 of 3)	10809	NM_152914	256302	Hs.654713	NM_152914	ENSG00000274180	NATD1	C17orf103|Gtlf3b	N-acetyltransferase domain containing 1	protein-coding
44.45	chr20	22797657	22798797	+	2525	NA	Intergenic	Intergenic	-112883	NR_146527	105372566	Hs.555065	NR_146527		LINC01747	-	long intergenic non-protein coding RNA 1747	ncRNA
24.46	chr11	113362820	113363554	+	2524	NA	intron (NM_001318533, intron 19 of 21)	intron (NM_001318533, intron 19 of 21)	-24592	NM_178510	255239	Hs.448473	NM_178510	ENSG00000170209	ANKK1	PKK2|sgK288	ankyrin repeat and kinase domain containing 1	protein-coding
47.35	chr12	92745379	92746116	+	2523	NA	intron (NM_001004330, intron 5 of 11)	intron (NM_001004330, intron 5 of 11)	9258	NM_001004330	440107	Hs.591013	NM_001004330	ENSG00000187510	PLEKHG7	-	pleckstrin homology and RhoGEF domain containing G7	protein-coding
19.06	chr2	5008871	5009086	+	2522	NA	Intergenic	AluJb|SINE|Alu	-352756	NR_034134	727982	Hs.444391	NR_034134	ENSG00000231532	LINC01249	-	long intergenic non-protein coding RNA 1249	ncRNA
4.89-2	chr17	2595756	2597004	+	2521	NA	intron (NM_000430, intron 1 of 10)	intron (NM_000430, intron 1 of 10)	2726	NM_000430	5048	Hs.77318	NM_000430	ENSG00000007168	PAFAH1B1	LIS1|LIS2|MDCR|MDS|NudF|PAFAH	platelet activating factor acetylhydrolase 1b regulatory subunit 1	protein-coding
14.36-3	chr4	89101739	89102848	+	2520	NA	Intergenic	Intergenic	-10524	NM_145715	166815	Hs.58924	NM_145715	ENSG00000180346	TIGD2	HEL106	tigger transposable element derived 2	protein-coding
12.6	chr18	43127513	43128170	+	2519	NA	Intergenic	Intergenic	-12149	NM_001272077	6014	Hs.464985	NM_002930	ENSG00000152214	RIT2	RIBA|RIN|ROC2	Ras like without CAAX 2	protein-coding
4.33	chr13	57303821	57304543	+	2518	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	136985	NM_001130406	729246	Hs.525056	NM_001130406	ENSG00000227151	PRR20D	PRR20|PRR20A|PRR20B|PRR20C|PRR20E	proline rich 20D	protein-coding
28.94	chr7	73417218	73417542	+	2517	NA	Intergenic	Intergenic	-16398	NM_003508	8326	Hs.647029	NM_003508	ENSG00000188763	FZD9	CD349|FZD3	frizzled class receptor 9	protein-coding
22.61-2	chr4	93566574	93568483	+	2516	NA	intron (NM_001286838, intron 12 of 14)	intron (NM_001286838, intron 12 of 14)	-261225	NM_005172	474	Hs.532680	NM_005172	ENSG00000172238	ATOH1	ATH1|HATH1|MATH-1|bHLHa14	atonal bHLH transcription factor 1	protein-coding
73.44	chr6	79710716	79711357	+	2515	NA	Intergenic	Intergenic	79707	NM_031469	83699	Hs.302772	NM_031469	ENSG00000198478	SH3BGRL2	-	SH3 domain binding glutamate rich protein like 2	protein-coding
4.7	chr14	49291300	49292160	+	2514	NA	Intergenic	Intergenic	294650	NM_001030001	6235	Hs.156367	NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
47.78	chr9	77303145	77306272	+	2513	NA	intron (NM_001018038, intron 34 of 68)	intron (NM_001018038, intron 34 of 68)	-126791	NR_026668	100286938	Hs.662256	NR_026668	ENSG00000232998	VPS13A-AS1	-	VPS13A antisense RNA 1	ncRNA
8.93-2	chr7	120592300	120592643	+	2512	NA	intron (NM_012281, intron 1 of 5)	AluSx1|SINE|Alu	265673	NM_012338	23554	Hs.16529	NM_012338	ENSG00000106025	TSPAN12	EVR5|NET-2|NET2|TM4SF12	tetraspanin 12	protein-coding
7.33	chr5	167644564	167645364	+	2511	NA	intron (NM_001368145, intron 1 of 26)	Tigger3a|DNA|TcMar-Tigger	71305	NM_001368146	57451	Hs.631957	NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
14.47-2	chr3	103231658	103233324	+	2510	NA	Intergenic	Intergenic	291625	NR_039611	100616336		NR_039611	ENSG00000265328	MIR548AB	-	microRNA 548ab	ncRNA
23.42	chr20	22295405	22296274	+	2509	NA	Intergenic	Intergenic	-13038	NR_110615	101929663	Hs.143562	NR_110615	ENSG00000225321	LINC01427	-	long intergenic non-protein coding RNA 1427	ncRNA
6.09	chr7	26117058	26119456	+	2508	NA	Intergenic	Intergenic	-33941	NM_004289	9603	Hs.404741	NM_004289	ENSG00000050344	NFE2L3	NRF3	nuclear factor, erythroid 2 like 3	protein-coding
52.61	chr7	100685037	100685572	+	2507	NA	intron (NM_022574, intron 10 of 23)	intron (NM_022574, intron 10 of 23)	4144	NM_022574	64599	Hs.414396	NM_022574	ENSG00000146830	GIGYF1	GYF1|PERQ1	GRB10 interacting GYF protein 1	protein-coding
19.99	chr11	33747599	33749622	+	2506	NA	intron (NM_012175, intron 9 of 10)	intron (NM_012175, intron 9 of 10)	-12131	NM_203331	966	Hs.278573	NM_000611	ENSG00000085063	CD59	16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20	CD59 molecule (CD59 blood group)	protein-coding
4.85	chr15	97325672	97326094	+	2505	NA	Intergenic	L2b|LINE|L2	195928	NR_120324	101927286	Hs.611279	NR_120324	ENSG00000259664	LINC02254	-	long intergenic non-protein coding RNA 2254	ncRNA
9.25	chr9	6618556	6618898	+	2504	NA	intron (NM_000170, intron 3 of 24)	intron (NM_000170, intron 3 of 24)	26965	NM_000170	2731	Hs.584238	NM_000170	ENSG00000178445	GLDC	GCE|GCSP|HYGN1	glycine decarboxylase	protein-coding
5.5-2	chr21	36366998	36369329	+	2503	NA	intron (NM_015358, intron 14 of 16)	intron (NM_015358, intron 14 of 16)	-17229	NM_005441	8208	Hs.75238	NM_005441	ENSG00000159259	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	chromatin assembly factor 1 subunit B	protein-coding
36.03	chr19	1972934	1974191	+	2502	NA	intron (NM_001319, intron 2 of 11)	L1M4a1|LINE|L1	-19013	NR_033400	255193	Hs.374717	NM_152771	ENSG00000180846	CSNK1G2-AS1	C19orf34	CSNK1G2 antisense RNA 1	ncRNA
14.29	chr20	40971696	40972638	+	2501	NA	Intergenic	HAL1M8|LINE|L1	-8546	NR_145525	100128988	Hs.636443	NR_145524		LOC100128988	-	uncharacterized LOC100128988	ncRNA
26.53	chr5	173000327	173002584	+	2500	NA	intron (NM_003945, intron 2 of 3)	intron (NM_003945, intron 2 of 3)	17684	NM_003945	8992	Hs.484188	NM_003945	ENSG00000113732	ATP6V0E1	ATP6H|ATP6V0E|M9.2|Vma21|Vma21p	ATPase H+ transporting V0 subunit e1	protein-coding
17.57	chr1	19706196	19707346	+	2499	NA	intron (NM_001349112, intron 12 of 14)	intron (NM_001349112, intron 12 of 14)	41896	NM_000871	3362	Hs.22180	NM_000871	ENSG00000158748	HTR6	5-HT6|5-HT6R	5-hydroxytryptamine receptor 6	protein-coding
52.01	chr1	228736946	228737858	+	2498	NA	intron (NM_021205, intron 1 of 2)	intron (NM_021205, intron 1 of 2)	1923	NM_021205	58480	Hs.647774	NM_021205	ENSG00000116574	RHOU	ARHU|CDC42L1|G28K|WRCH1|hG28K	ras homolog family member U	protein-coding
39.98	chr3	13379074	13379356	+	2497	NA	intron (NM_024923, intron 7 of 39)	intron (NM_024923, intron 7 of 39)	41107	NM_024923	23225	Hs.475525	NM_024923	ENSG00000132182	NUP210	GP210|POM210	nucleoporin 210	protein-coding
11.6	chr10	122353318	122353679	+	2496	NA	Intergenic	Intergenic	-21210	NM_001001974	59338	Hs.643512	NM_021622	ENSG00000107679	PLEKHA1	TAPP1	pleckstrin homology domain containing A1	protein-coding
5.07-3	chr11	101034452	101036744	+	2495	NA	non-coding (NR_073142, exon 7 of 7)	non-coding (NR_073142, exon 7 of 7)	93465	NM_001202474	5241	Hs.32405	NM_000926	ENSG00000082175	PGR	NR3C3|PR	progesterone receptor	protein-coding
7.74-3	chr3	135851219	135852150	+	2494	NA	Intergenic	Intergenic	-114044	NM_002718	5523	Hs.518155	NM_002718	ENSG00000073711	PPP2R3A	PPP2R3|PR130|PR72	protein phosphatase 2 regulatory subunit B''alpha	protein-coding
38.97	chr11	124897392	124900640	+	2493	NA	Intergenic	Intergenic	-1151	NM_001301088	54538	Hs.524121	NM_019055	ENSG00000154133	ROBO4	ECSM4|MRB	roundabout guidance receptor 4	protein-coding
32.02	chr12	110304611	110306374	+	2492	NA	intron (NM_170665, intron 5 of 19)	L1MB7|LINE|L1	24245	NM_170665	488	Hs.506759	NM_001681	ENSG00000174437	ATP2A2	ATP2B|DAR|DD|SERCA2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	protein-coding
5.47-3	chr20	61208299	61209014	+	2491	NA	Intergenic	Intergenic	-43605	NM_001794	1002	Hs.473231	NM_001794	ENSG00000179242	CDH4	CAD4|R-CAD|RCAD	cadherin 4	protein-coding
51.15	chr12	100630749	100632290	+	2490	NA	Intergenic	Intergenic	37901	NM_001303131	283431	Hs.20575	NM_174942	ENSG00000139354	GAS2L3	G2L3	growth arrest specific 2 like 3	protein-coding
11.69-3	chr21	20260796	20261756	+	2489	NA	Intergenic	(AT)n|Simple_repeat|Simple_repeat	-2591	NR_151724	111216285	Hs.561034	NR_151724		LINC02573	-	long intergenic non-protein coding RNA 2573	ncRNA
8.29-2	chr1	163864405	163871055	+	2488	NA	Intergenic	HAL1|LINE|L1	-444539	NR_104294	100422212	Hs.556898	NR_104294		LOC100422212	-	eukaryotic translation initiation factor 3 subunit J pseudogene	pseudo
96.86	chr20	1537453	1537835	+	2487	NA	intron (NM_178460, intron 2 of 3)	intron (NM_178460, intron 2 of 3)	20061	NM_178460	128646	Hs.729560	NM_178460	ENSG00000125900	SIRPD	PTPNS1L2|dJ576H24.4	signal regulatory protein delta	protein-coding
6.17	chr3	73231824	73234017	+	2486	NA	Intergenic	Intergenic	171261	NM_018029	55096	Hs.658858	NM_018029	ENSG00000255423	EBLN2	EBLN-2	endogenous Bornavirus like nucleoprotein 2	protein-coding
12.84	chr13	43321125	43324272	+	2485	NA	intron (NM_001347966, intron 11 of 17)	MIRb|SINE|MIR	-126154	NR_120399	100874130	Hs.738887	NR_120399		ENOX1-AS2	-	ENOX1 antisense RNA 2	ncRNA
6.67	chr21	36819796	36820733	+	2484	NA	intron (NM_001352515, intron 6 of 10)	MER52D|LTR|ERV1	121149	NM_009586	6493	Hs.146186	NM_005069	ENSG00000159263	SIM2	HMC13F06|HMC29C01|SIM|bHLHe15	SIM bHLH transcription factor 2	protein-coding
23.75	chr9	133034113	133035547	+	2483	NA	intron (NM_001286709, intron 1 of 8)	HERVI-int|LTR|ERV1	3833	NM_012087	9328	Hs.495417	NM_012087	ENSG00000148308	GTF3C5	TFIIIC63|TFIIICepsilon|TFiiiC2-63	general transcription factor IIIC subunit 5	protein-coding
4.24	chr13	87808987	87810059	+	2482	NA	intron (NR_104059, intron 1 of 3)	intron (NR_104059, intron 1 of 3)	997	NR_104059	101930749	Hs.539610	NR_104059	ENSG00000223404	LINC00397	-	long intergenic non-protein coding RNA 397	ncRNA
8.67	chr16	27903749	27905106	+	2481	NA	intron (NM_001109763, intron 2 of 6)	L2a|LINE|L2	-16270	NM_144675	146395	Hs.91910	NM_144675	ENSG00000169181	GSG1L	PRO19651	GSG1 like	protein-coding
71.39	chr7	66945451	66946746	+	2480	NA	intron (NM_017994, intron 3 of 6)	AluSx4|SINE|Alu	24873	NM_017994	55069	Hs.488478	NM_017994	ENSG00000106609	TMEM248	C7orf42	transmembrane protein 248	protein-coding
26.08	chr12	49497514	49499076	+	2479	NA	intron (NM_001293285, intron 9 of 14)	intron (NM_001293285, intron 9 of 14)	-40735	NM_012284	23416	Hs.64064	NM_012284	ENSG00000135519	KCNH3	BEC1|ELK2|Kv12.2	potassium voltage-gated channel subfamily H member 3	protein-coding
93.89	chr20	3182779	3183009	+	2478	NA	Intergenic	AluSx1|SINE|Alu	-9345	NM_001365618	9762	Hs.90232	NM_014731	ENSG00000088899	LZTS3	PROSAPIP1	leucine zipper tumor suppressor family member 3	protein-coding
7.37-2	chr10	17465574	17468033	+	2477	NA	Intergenic	Intergenic	-12208	NM_001004470	338596	Hs.677766	NM_001004470	ENSG00000148488	ST8SIA6	SIA8F|SIAT8-F|SIAT8F|ST8SIA-VI|ST8SiaVI	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein-coding
30.65	chr1	160995467	160995844	+	2476	NA	3' UTR (NM_016946, exon 10 of 10)	3' UTR (NM_016946, exon 10 of 10)	25497	NM_001348091	50848	Hs.517293	NM_016946	ENSG00000158769	F11R	CD321|JAM|JAM1|JAMA|JCAM|KAT|PAM-1	F11 receptor	protein-coding
13.68-3	chr6	27497690	27499839	+	2475	NA	Intergenic	Intergenic	-25646	NM_007149	7738	Hs.158174	NM_007149	ENSG00000096654	ZNF184	kr-ZNF3	zinc finger protein 184	protein-coding
21.45	chr3	130649666	130651114	+	2474	NA	intron (NM_001102608, intron 32 of 35)	AluSc8|SINE|Alu	90056	NM_001102608	131873	Hs.591282	NM_001102608	ENSG00000206384	COL6A6	-	collagen type VI alpha 6 chain	protein-coding
7.01-2	chr16	11648783	11649174	+	2473	NA	Intergenic	Intergenic	-19477	NM_003498	8303	Hs.618526	NM_003498	ENSG00000184602	SNN	-	stannin	protein-coding
5.8-2	chr8	13176207	13176774	+	2472	NA	intron (NM_001348082, intron 5 of 16)	AluY|SINE|Alu	-43201	NM_001348084	10395	Hs.134296	NM_006094	ENSG00000164741	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP	DLC1 Rho GTPase activating protein	protein-coding
21.3	chr7	84567690	84568788	+	2471	NA	intron (NR_110079, intron 2 of 2)	L2b|LINE|L2	35763	NR_110080	101927378	Hs.539042	NR_110079	ENSG00000235139	LOC101927378	-	uncharacterized LOC101927378	ncRNA
17.2	chr6	10392376	10399144	+	2470	NA	TTS (NM_003220)	TTS (NM_003220)	-8742	NR_145448	109729173		NR_145448	ENSG00000285278	TFAP2A-AS2	HIPSTR	TFAP2A antisense RNA 2	ncRNA
17.05-2	chr18	42373946	42374746	+	2469	NA	intron (NR_046174, intron 4 of 9)	MER5B|DNA|hAT-Charlie	187678	NR_046174	284260	Hs.652819	NR_046174	ENSG00000267586	LINC00907	-	long intergenic non-protein coding RNA 907	ncRNA
6.12	chr22	50695213	50696109	+	2468	NA	intron (NM_033517, intron 10 of 21).2	MIR|SINE|MIR	21019	NM_033517	85358	Hs.149035	NM_033517	ENSG00000251322	SHANK3	DEL22q13.3|PROSAP2|PSAP2|SCZD15|SPANK-2	SH3 and multiple ankyrin repeat domains 3	protein-coding
19.97	chr7	26682593	26684769	+	2467	NA	intron (NM_003930, intron 11 of 12)	MIR3|SINE|MIR	45810	NR_161201	285941	Hs.413394	NR_161201		C7orf71	-	chromosome 7 open reading frame 71	ncRNA
8.74	chr5	54424519	54424768	+	2466	NA	Intergenic	Intergenic	-31056	NM_006308	8988	Hs.41707	NM_006308	ENSG00000169271	HSPB3	DHMN2C|HMN2C|HSPL27	heat shock protein family B (small) member 3	protein-coding
12.16	chr2	216814555	216814929	+	2465	NA	Intergenic	Intergenic	45322	NM_003284	7141	Hs.3017	NM_003284	ENSG00000118245	TNP1	TP1	transition protein 1	protein-coding
40.58	chr2	86026673	86027866	+	2464	NA	3' UTR (NM_015425, exon 34 of 34)	3' UTR (NM_015425, exon 34 of 34)	78617	NM_015425	25885	Hs.531818	NM_015425	ENSG00000068654	POLR1A	A190|AFDCIN|RPA1|RPA194|RPO1-4|RPO14	RNA polymerase I subunit A	protein-coding
8.28	chr7	62402362	62403851	+	2463	NA	Intergenic	Intergenic	900950	NR_003952	643955	Hs.583308	NR_003952	ENSG00000185037	ZNF733P	ZNF733	zinc finger protein 733, pseudogene	pseudo
9.73	chr5	169295770	169296318	+	2462	NA	intron (NM_003062, intron 1 of 35)	Charlie20a|DNA|hAT-Charlie	5095	NM_003062	6586	Hs.552087	NM_003062	ENSG00000184347	SLIT3	MEGF5|SLIL2|SLIT1|Slit-3|slit2	slit guidance ligand 3	protein-coding
17.85-2	chr10	80136600	80137140	+	2461	NA	intron (NM_001012973, intron 1 of 3)	intron (NM_001012973, intron 1 of 3)	4140	NM_001331125	219348	Hs.204947	NM_001012973	ENSG00000189129	PLAC9	-	placenta associated 9	protein-coding
23.61-2	chr1	177434497	177434829	+	2460	NA	Intergenic	Intergenic	83077	NR_126001	102724661	Hs.146628	NR_126001		LINC01645	-	long intergenic non-protein coding RNA 1645	ncRNA
23.77-2	chr1	39626059	39627051	+	2459	NA	exon (NM_014571, exon 5 of 5)	exon (NM_014571, exon 5 of 5)	13088	NM_014571	26508	Hs.472566	NM_014571	ENSG00000163909	HEYL	HESR3|HEY3|HRT3|bHLHb33	hes related family bHLH transcription factor with YRPW motif like	protein-coding
15.95-2	chr11	43987599	43987940	+	2458	NA	Intergenic	Intergenic	45132	NM_001145033	387763	Hs.530443	NM_001145033	ENSG00000187479	C11orf96	AG2	chromosome 11 open reading frame 96	protein-coding
20.33	chr5	118981263	118983073	+	2457	NA	intron (NM_173666, intron 1 of 5)	intron (NM_173666, intron 1 of 5)	6052	NM_001308081	285605	Hs.655891	NM_173666	ENSG00000169570	DTWD2	-	DTW domain containing 2	protein-coding
7.02	chr6	150821625	150821910	+	2456	NA	intron (NM_001329803, intron 11 of 13)	L1ME4a|LINE|L1	-43912	NM_001242767	25902	Hs.591343	NM_015440	ENSG00000120254	MTHFD1L	FTHFSDC1|MTC1THFS|dJ292B18.2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein-coding
7.7-3	chr19	46351308	46351961	+	2455	NA	intron (NM_001204284, intron 1 of 11)	intron (NM_001204284, intron 1 of 11)	4547	NM_006247	5536	Hs.654604	NM_006247	ENSG00000011485	PPP5C	PP5|PPP5|PPT	protein phosphatase 5 catalytic subunit	protein-coding
87.84	chr2	71572946	71573328	+	2454	NA	intron (NM_001130985, intron 29 of 54)	intron (NM_001130985, intron 29 of 54)	106438	NM_001130982	8291	Hs.252180	NM_003494	ENSG00000135636	DYSF	FER1L1|LGMD2B|LGMDR2|MMD1	dysferlin	protein-coding
13.68-2	chr12	37625008	37625454	+	2453	NA	Intergenic	ALR/Alpha|Satellite|centr	-691543	NM_001308340	144245	Hs.259305	NM_001013620	ENSG00000175548	ALG10B	ALG10|KCR1	ALG10 alpha-1,2-glucosyltransferase B	protein-coding
13.22-3	chr2	102354115	102360456	+	2452	NA	intron (NM_003855, intron 1 of 10)	AluSc8|SINE|Alu	1002	NM_001282399	8809	Hs.469521	NM_003855	ENSG00000115604	IL18R1	CD218a|CDw218a|IL-1Rrp|IL18RA|IL1RRP	interleukin 18 receptor 1	protein-coding
5.7	chr3	4123294	4123989	+	2451	NA	Intergenic	MIR3|SINE|MIR	-179663	NM_001320678	6419	Hs.475300	NM_006515	ENSG00000170364	SETMAR	METNASE|Mar1	SET domain and mariner transposase fusion gene	protein-coding
9.86-2	chr21	36417335	36418297	+	2450	NA	3' UTR (NM_005441, exon 14 of 14)	3' UTR (NM_005441, exon 14 of 14)	32424	NM_005441	8208	Hs.75238	NM_005441	ENSG00000159259	CHAF1B	CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7	chromatin assembly factor 1 subunit B	protein-coding
32.69	chr4	172576596	172578027	+	2449	NA	intron (NM_001034845, intron 5 of 12)	intron (NM_001034845, intron 5 of 12)	111606	NR_125895	101928314	Hs.566023	NR_125894		GALNTL6-AS1	-	GALNTL6 antisense RNA 1	ncRNA
13.55	chr15	24166917	24168029	+	2448	NA	non-coding (NR_152824, exon 2 of 2)	non-coding (NR_152824, exon 2 of 2)	2475	NR_152824	791115	Hs.560378	NR_026647	ENSG00000260551	PWRN2	NCRNA00199	Prader-Willi region non-protein coding RNA 2	ncRNA
10.56	chr2	4461890	4465120	+	2447	NA	Intergenic	L1ME2|LINE|L1	192717	NR_034134	727982	Hs.444391	NR_034134	ENSG00000231532	LINC01249	-	long intergenic non-protein coding RNA 1249	ncRNA
34.85	chr17	76943314	76944607	+	2446	NA	intron (NM_144677, intron 14 of 16)	intron (NM_144677, intron 14 of 16)	25239	NR_136417	105371899	Hs.634683	NR_136416	ENSG00000267568	LOC105371899	-	uncharacterized LOC105371899	ncRNA
11.96-2	chr18	32080092	32080430	+	2445	NA	Intergenic	AluSx|SINE|Alu	-11613	NM_016271	51444	Hs.302408	NM_016271	ENSG00000134758	RNF138	HSD-4|NARF|STRIN|hNARF	ring finger protein 138	protein-coding
