PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/MLOY4/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5.87-7	chr11	21549152	21550011	+	4393	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	22353	NM_008618	17449	Mm.212703	NM_008618	ENSMUSG00000020321	Mdh1	B230377B03Rik|D17921|MDH-s|MDHA|Mor-2|Mor2	malate dehydrogenase 1, NAD (soluble)	protein-coding
18.74-3	chr15	30812046	30814066	+	4392	NA	intron (NM_008729, intron 11 of 22)	intron (NM_008729, intron 11 of 22)	-226070	NR_045186	73784	Mm.66947	NR_045186	ENSMUSG00000115474	4930430F21Rik	-	RIKEN cDNA 4930430F21 gene	ncRNA
8.39	chr6	11153523	11156767	+	4391	NA	Intergenic	Intergenic	-180767	NR_033776	57866	Mm.4397	NR_033776		AA545190	-	EST AA545190	ncRNA
10.22-2	chr2	121057970	121062166	+	4390	NA	intron (NM_028799, intron 6 of 12)	ID4|SINE|ID	-23191	NM_013513	13828	Mm.240051	NM_013513	ENSMUSG00000023216	Epb42	Epb4.2	erythrocyte membrane protein band 4.2	protein-coding
5.26-2	chr19	16018297	16023032	+	4389	NA	Intergenic	Intergenic	35589	NR_045355	100502653	Mm.149980	NR_045355	ENSMUSG00000097557	C130060C02Rik	-	RIKEN cDNA C130060C02 gene	ncRNA
6.93-4	chr15	83281810	83283527	+	4388	NA	Intergenic	RLTR42|LTR|ERVK	-30939	NM_001170954	239559	Mm.323805	NM_001004150	ENSMUSG00000047878	A4galt	-	alpha 1,4-galactosyltransferase	protein-coding
7.49-8	chr4	63582889	63585524	+	4387	NA	3' UTR (NM_001356355, exon 11 of 11)	3' UTR (NM_001356355, exon 11 of 11)	16558	NM_001354647	670833	Mm.32213	NM_001354647	ENSMUSG00000084782	Gm11213	-	predicted gene 11213	protein-coding
13.86-5	chr18	14522060	14530016	+	4386	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	156876	NM_001161369	268996	Mm.31761	NM_009280	ENSMUSG00000037013	Ss18	D130059H17|Ssxt|Syt	SS18, nBAF chromatin remodeling complex subunit	protein-coding
14.15-3	chr12	109654949	109658687	+	4385	NA	TTS (NR_046306)	TTS (NR_046306)	473	NR_046306	100861572		NR_046306	ENSMUSG00000064417	DQ267102	-	snoRNA DQ267102	snoRNA
16.24-6	chr10	30598565	30604549	+	4384	NA	promoter-TSS (NM_001358806)	promoter-TSS (NM_001358806)	-857	NM_028604	73681	Mm.294503	NM_028604	ENSMUSG00000019792	Trmt11	2410075D05Rik|3110045I18Rik|AW213713	tRNA methyltransferase 11	protein-coding
6.89-2	chr1	85275834	85286762	+	4383	NA	Intergenic	B3|SINE|B2	-10732	NM_001037909	620078	Mm.386456	NM_175219	ENSMUSG00000052477	C130026I21Rik	4930565N07Rik	RIKEN cDNA C130026I21 gene	protein-coding
5.15-2	chr13	76252847	76263112	+	4382	NA	intron (NM_001370926, intron 3 of 9)	intron (NM_001370926, intron 3 of 9)	13965	NM_001370926	238726	Mm.71912	NM_001370926	ENSMUSG00000109228	Fam81b	Gm276	family with sequence similarity 81, member B	protein-coding
33.35	chr5	36420671	36426021	+	4381	NA	Intergenic	Intergenic	-25207	NM_030889	81840	Mm.34113	NM_030889	ENSMUSG00000029093	Sorcs2	N28137|mKIAA1329	sortilin-related VPS10 domain containing receptor 2	protein-coding
33.54-2	chr13	23157655	23165625	+	4380	NA	Intergenic	Intergenic	-1003	NM_134238	171272	Mm.377224	NM_134238	ENSMUSG00000061376	Vmn1r219	V1rh13	vomeronasal 1 receptor 219	protein-coding
11.29-2	chr2	30436034	30438652	+	4379	NA	intron (NM_001362733, intron 5 of 9)	L2c|LINE|L2	-4510	NR_156127	110854	Mm.275393	NM_138748	ENSMUSG00000039515	Ptpa	2610042B21Rik|C77440|N28142|PR53|Ppp2r4	protein phosphatase 2 protein activator	protein-coding
6.43-6	chr4	11501794	11505181	+	4378	NA	intron (NM_001081183, intron 4 of 24)	intron (NM_001081183, intron 4 of 24)	17529	NM_001081183	66185	Mm.331487	NM_001081183	ENSMUSG00000040720	Virma	1110037F02Rik|4930422M05Rik|Kiaa1429|mKIAA1429	vir like m6A methyltransferase associated	protein-coding
14.16-4	chr10	62064908	62065669	+	4377	NA	Intergenic	Intergenic	45680	NM_001358253	69894	Mm.294126	NM_027251	ENSMUSG00000020083	Fam241b	2010107G23Rik|AA545165	family with sequence similarity 241, member B	protein-coding
16.11-2	chr2	140422548	140426696	+	4376	NA	intron (NM_001013802, intron 2 of 18)	intron (NM_001013802, intron 2 of 18)	29187	NM_028387	72899	Mm.229466	NM_028387	ENSMUSG00000068205	Macrod2	1110033L15Rik|2610107G07Rik|2900006F19Rik	MACRO domain containing 2	protein-coding
5.55-4	chr1	74276257	74298243	+	4375	NA	TTS (NM_027154)	TTS (NM_027154)	2216	NM_025580	56695	Mm.384726	NM_019999	ENSMUSG00000026179	Pnkd	2210013N15Rik|2810403H05Rik|AI854243|Brp17|MNCb-5687|MR-1|Tahccp2	paroxysmal nonkinesiogenic dyskinesia	protein-coding
7.47-3	chr6	51354661	51364283	+	4374	NA	Intergenic	Intergenic	-20238	NR_110455	625167	Mm.389772	NR_110455	ENSMUSG00000107660	Gm6559	EG625167	predicted gene 6559	ncRNA
5.96-4	chr8	11560266	11560920	+	4373	NA	intron (NM_001302459, intron 1 of 1)	intron (NM_001302459, intron 1 of 1)	2183	NM_001302459	26356	Mm.25709	NM_011919	ENSMUSG00000045969	Ing1	2610028J21Rik|AA407184|AI875420|mING1h|p33Ing1|p37Ing1b	inhibitor of growth family, member 1	protein-coding
17.36	chr6	127204600	127205549	+	4372	NA	intron (NR_040274, intron 2 of 2)	G-rich|Low_complexity|Low_complexity	-54026	NM_009829	12444	Mm.333406	NM_009829	ENSMUSG00000000184	Ccnd2	2600016F06Rik|AI256817|BF642806|C86853|Vin-1|Vin1|cD2	cyclin D2	protein-coding
7.61-3	chr6	44461867	44464443	+	4371	NA	Intergenic	Intergenic	-596906	NM_001004357	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
20.76-3	chr8	107692316	107694990	+	4370	NA	Intergenic	Intergenic	-105171	NM_010817	17463	Mm.18347	NM_010817	ENSMUSG00000039067	Psmd7	AW107203|Mov-34|Mov34	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	protein-coding
5.69	chr6	39515056	39516964	+	4369	NA	intron (NM_172477, intron 2 of 18)	intron (NM_172477, intron 2 of 18)	41824	NM_172477	209773	Mm.440021	NM_172477	ENSMUSG00000038456	Dennd2a	B930096L08Rik|C130031G22|mKIAA1277	DENN/MADD domain containing 2A	protein-coding
22.49-4	chr6	112041387	112042690	+	4368	NA	Intergenic	Intergenic	-168670	NR_027865	67336	Mm.378014	NR_027865	ENSMUSG00000100219	1700054K19Rik	-	RIKEN cDNA 1700054K19 gene	ncRNA
44.76	chr12	32719277	32723949	+	4367	NA	Intergenic	L1Md_A|LINE|L1	-98722	NM_021524	59027	Mm.202727	NM_021524	ENSMUSG00000020572	Nampt	1110035O14Rik|AI314458|AI480535|NAmPRTase|Pbef|Pbef1|Visfatin	nicotinamide phosphoribosyltransferase	protein-coding
24.87-3	chr11	102595471	102597368	+	4366	NA	Intergenic	Intergenic	-8012	NM_020510	57265	Mm.36416	NM_020510	ENSMUSG00000050288	Fzd2	AL033370|AW456835|Fz10|Fzd10|Mfz10|Mfz10a	frizzled class receptor 2	protein-coding
9.63-5	chr9	115281662	115303001	+	4365	NA	intron (NM_024222, intron 1 of 15)	intron (NM_024222, intron 1 of 15)	-10261	NR_029430	111186	Mm.484753	NR_029430		Stmn1-rs1	Lag-rs1|Lap18-rs1	stathmin 1, related sequence 1	pseudo
23.69	chr4	149872558	149873272	+	4364	NA	Intergenic	B2_Mm2|SINE|B2	82091	NM_029035	74646	Mm.30	NM_029035	ENSMUSG00000039911	Spsb1	1110014L01Rik|4930422J18Rik|AI596360|AI854583|SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
7.98-2	chr7	103559276	103560103	+	4363	NA	promoter-TSS (NM_147080)	promoter-TSS (NM_147080)	-790	NM_147080	259084	Mm.377829	NM_147080	ENSMUSG00000073947	Olfr615	MOR19-2	olfactory receptor 615	protein-coding
9.53-3	chr9	56839166	56840843	+	4362	NA	Intergenic	Intergenic	11959	NM_198673	382075	Mm.335177	NM_198673	ENSMUSG00000045620	Odf3l1	BC049697|Gm1116	outer dense fiber of sperm tails 3-like 1	protein-coding
10.13-2	chr12	5258517	5266716	+	4361	NA	intron (NM_001164493, intron 2 of 13)	ORR1B1|LTR|ERVL-MaLR	113066	NM_001164493	208439	Mm.388281	NM_001164493	ENSMUSG00000020627	Klhl29	A230106N14Rik|Gm68|Kbtbd9|mKIAA1921	kelch-like 29	protein-coding
10.4-2	chr1	156043576	156051062	+	4360	NA	intron (NM_001160182, intron 2 of 2)	B3|SINE|B2	6458	NM_001160181	240832	Mm.253335	NM_022329	ENSMUSG00000050565	Tor1aip2	1110020D10Rik|15kDa|A130072J07|AA103493|AW060462|AW610675|C77739|Ifrg15|Lull1	torsin A interacting protein 2	protein-coding
16.73-2	chr2	178488546	178490953	+	4359	NA	Intergenic	Intergenic	59234	NM_001291189	381409	Mm.330860	NM_198656	ENSMUSG00000039155	Cdh26	Gm1010	cadherin-like 26	protein-coding
4.51-4	chr9	41510516	41512368	+	4358	NA	intron (NR_131930, intron 2 of 3)	intron (NR_131930, intron 2 of 3)	-19983	NR_029790	723892		NR_029790	ENSMUSG00000093011	Mir100	Mirn100|mir-100|mmu-mir-100	microRNA 100	ncRNA
15.24	chr14	58461288	58472111	+	4357	NA	Intergenic	Intergenic	394013	NM_013518	14180	Mm.8846	NM_013518	ENSMUSG00000021974	Fgf9	Eks	fibroblast growth factor 9	protein-coding
26.15-2	chrX	119526158	119533754	+	4356	NA	Intergenic	Intergenic	-397240	NM_053114	93728	Mm.125979	NM_053114	ENSMUSG00000034732	Pabpc5	C820015E17	poly(A) binding protein, cytoplasmic 5	protein-coding
18.77-2	chr4	96273845	96275585	+	4355	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	73965	NM_001004141	100066	Mm.26915	NM_001004141	ENSMUSG00000066097	Cyp2j11	AI314783|Cyp2j11-ps	cytochrome P450, family 2, subfamily j, polypeptide 11	protein-coding
12.48	chr4	12111902	12129833	+	4354	NA	Intergenic	L1_Mur2|LINE|L1	-19250	NM_028226	72397	Mm.430709	NM_028226	ENSMUSG00000046667	Rbm12b1	3000004N20Rik|Rbm12b|Rbm12ba	RNA binding motif protein 12 B1	protein-coding
7.28-2	chr19	48141785	48142921	+	4353	NA	Intergenic	Intergenic	-63672	NM_025696	66673	Mm.70980	NM_025696	ENSMUSG00000063434	Sorcs3	6330404A12Rik|AW045579	sortilin-related VPS10 domain containing receptor 3	protein-coding
20.68-2	chr17	69369111	69377827	+	4352	NA	Intergenic	Intergenic	-9706	NM_001356283	22666	Mm.29434	NM_009547	ENSMUSG00000049672	Zbtb14	ZF5|Zfp161|b2b1982Clo	zinc finger and BTB domain containing 14	protein-coding
19.38	chr12	51833149	51842920	+	4351	NA	Intergenic	Intergenic	-8498	NM_144788	207304	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain E3 ubiquitin protein ligase 1	protein-coding
19.08-3	chr5	8947886	8953109	+	4350	NA	intron (NM_008830, intron 24 of 27)	intron (NM_008830, intron 24 of 27)	46649	NM_023733	74114	Mm.28197	NM_023733	ENSMUSG00000003623	Crot	1200003H03Rik	carnitine O-octanoyltransferase	protein-coding
7.02-4	chr9	45772598	45774483	+	4349	NA	intron (NM_001081373, intron 24 of 29)	intron (NM_001081373, intron 24 of 29)	55123	NM_001081373	214552	Mm.260103	NM_001081373	ENSMUSG00000043987	Cep164	AI450905|BC027092|D030051D21	centrosomal protein 164	protein-coding
8.91-5	chr17	84315427	84320040	+	4348	NA	intron (NM_183021, intron 28 of 37)	MMAR1|DNA|TcMar-Mariner	-129786	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding
20.38	chr6	92262488	92264697	+	4347	NA	Intergenic	ID_B1|SINE|B4	-18942	NM_009426	22044	Mm.1363	NM_009426	ENSMUSG00000005892	Trh	Pro-TRH|Trf	thyrotropin releasing hormone	protein-coding
5.86-3	chr16	51747699	51753888	+	4346	NA	Intergenic	Intergenic	236494	NR_153657	629091	Mm.364775	NR_153657		Gm29686	-	predicted gene, 29686	ncRNA
4.39-2	chr18	17760861	17774886	+	4345	NA	Intergenic	Intergenic	-186883	NR_045374	75162	Mm.60874	NR_045374	ENSMUSG00000117615	4930545E07Rik	-	RIKEN cDNA 4930545E07 gene	ncRNA
11.02-2	chr18	69428164	69438377	+	4344	NA	intron (NM_001361127, intron 3 of 19)	intron (NM_001361127, intron 3 of 19)	87110	NM_001361128	21413	Mm.4269	NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding
13.65-3	chr3	120715912	120716280	+	4343	NA	intron (NR_130170, intron 3 of 18)	L1_Mus4|LINE|L1	170636	NR_130170	320739	Mm.388474	NR_130170		6530403H02Rik	-	RIKEN cDNA 6530403H02 gene	ncRNA
22.76	chr19	8386450	8389469	+	4342	NA	intron (NM_177002, intron 2 of 9)	ORR1B1|LTR|ERVL-MaLR	17146	NM_177002	319800	Mm.426083	NM_177002	ENSMUSG00000052562	Slc22a30	AA986766|C730048C13Rik|UST1R	solute carrier family 22, member 30	protein-coding
44.24	chr4	82154565	82154910	+	4341	NA	Intergenic	MIR|SINE|MIR	-88847	NR_151604	102635575	Mm.403314	NR_151604	ENSMUSG00000087110	Gm11264	-	predicted gene 11264	ncRNA
10.75	chr15	81119146	81125099	+	4340	NA	intron (NM_001082536, intron 1 of 13)	B4A|SINE|B4	-17075	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mrtfa	AMKL|Bsac|Mal|Mkl1|Mrtf-A	myocardin related transcription factor A	protein-coding
16.41-2	chr14	72111501	72113948	+	4339	NA	Intergenic	Intergenic	256015	NR_046274	74667	Mm.159286	NR_046274	ENSMUSG00000115304	4930434J06Rik	-	RIKEN cDNA 4930434J06 gene	ncRNA
9.14-2	chr7	83350080	83354626	+	4338	NA	Intergenic	Intergenic	203883	NM_177895	330578	Mm.5796	NM_177895	ENSMUSG00000053528	A530021J07Rik	-	Riken cDNA A530021J07 gene	protein-coding
18.3-2	chr3	155502224	155503044	+	4337	NA	Intergenic	Intergenic	409200	NM_028938	74435	Mm.195711	NM_028938	ENSMUSG00000028182	Lrriq3	4930438B07Rik|4930511J15Rik|4933403H06Rik|BB020367|Lrrc44	leucine-rich repeats and IQ motif containing 3	protein-coding
5.06-6	chr6	116507186	116511999	+	4336	NA	intron (NM_001011800, intron 1 of 1)	L1_Mus3|LINE|L1	3076	NM_001011800	258019	Mm.67253	NM_001011800	ENSMUSG00000053251	Olfr212	4931403F16Rik|MOR119-4	olfactory receptor 212	protein-coding
13.78	chr17	91510251	91516512	+	4335	NA	Intergenic	Intergenic	-420579	NM_177284	18189	Mm.478418	NM_020252	ENSMUSG00000024109	Nrxn1	1700062G21Rik|9330127H16Rik|A230068P09Rik|mKIAA0578	neurexin I	protein-coding
6.61-2	chr2	162982929	162990305	+	4334	NA	promoter-TSS (NM_001291154)	promoter-TSS (NM_001291154)	-864	NM_013731	27219	Mm.26462	NM_013731	ENSMUSG00000017868	Sgk2	AI098171|AW146006|Sgkl	serum/glucocorticoid regulated kinase 2	protein-coding
5.13	chr8	124966115	124968490	+	4333	NA	Intergenic	Intergenic	-18048	NM_001363475	112405	Mm.140619	NM_053207	ENSMUSG00000031987	Egln1	AI503754|C1orf12|HIF-PH2|HPH-2|Hif-p4h-2|ORF13|Phd2|SM-20	egl-9 family hypoxia-inducible factor 1	protein-coding
6.71-2	chr5	70748451	70761417	+	4332	NA	intron (NM_010252, intron 8 of 8)	intron (NM_010252, intron 8 of 8)	87683	NM_010252	14405	Mm.255292	NM_010252	ENSMUSG00000001260	Gabrg1	GabaA|GabaA/BZ	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	protein-coding
10.57-3	chr4	11042607	11043477	+	4331	NA	Intergenic	Intergenic	33163	NM_001085493	76947	Mm.275265	NM_001085493	ENSMUSG00000050323	Ndufaf6	2310030N02Rik	NADH:ubiquinone oxidoreductase complex assembly factor 6	protein-coding
11.0-5	chr15	9310958	9312737	+	4330	NA	exon (NM_207216, exon 6 of 7)	exon (NM_207216, exon 6 of 7)	-23751	NM_144845	223337	Mm.422853	NM_144845	ENSMUSG00000049152	Ugt3a2	AI313915	UDP glycosyltransferases 3 family, polypeptide A2	protein-coding
13.98-5	chr16	91682372	91685976	+	4329	NA	intron (NM_021720, intron 4 of 9)	intron (NM_021720, intron 4 of 9)	4554	NM_021720	60364	Mm.328698	NM_021720	ENSMUSG00000022960	Donson	1110025J21Rik|AI845729|ORF60	downstream neighbor of SON	protein-coding
17.49-5	chr8	39581502	39584923	+	4328	NA	intron (NM_001113326, intron 9 of 9)	intron (NM_001113326, intron 9 of 9)	59466	NM_001113326	20288	Mm.239291	NM_031195	ENSMUSG00000025044	Msr1	MRS-A|MSR|MSR-A|SR-AI|SR-AII|Scara1|Scvr	macrophage scavenger receptor 1	protein-coding
7.99-3	chr6	28082432	28090437	+	4327	NA	intron (NM_008174, intron 2 of 10)	intron (NM_008174, intron 2 of 10)	39992	NM_001311072	14823	Mm.320732	NM_008174	ENSMUSG00000024211	Grm8	A230002O04|GluR8|Gprc1h|mGluR8	glutamate receptor, metabotropic 8	protein-coding
7.9-3	chr12	76936326	76938056	+	4326	NA	TTS (NM_008558)	TTS (NM_008558)	25057	NM_001146176	17187	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding
4.75-3	chr8	12741595	12759433	+	4325	NA	Intergenic	Intergenic	-6502	NR_121603	50770	Mm.257837	NM_015804	ENSMUSG00000031441	Atp11a	4930558F19Rik|AU040868|Atpc1h|Ih	ATPase, class VI, type 11A	protein-coding
25.88-2	chr19	47407757	47411523	+	4324	NA	intron (NM_001164717, intron 2 of 13)	B1_Mur2|SINE|Alu	54771	NM_001164717	14218	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
23.11-2	chr16	29754848	29761426	+	4323	NA	Intergenic	Intergenic	178803	NM_133752	74143	Mm.274285	NM_133752	ENSMUSG00000038084	Opa1	1200011N24Rik|AI225888|AI847218|lilr3|mKIAA0567	OPA1, mitochondrial dynamin like GTPase	protein-coding
9.09	chr1	175875938	175878836	+	4322	NA	Intergenic	B2_Mm2|SINE|B2	-3391	NM_012012	26909	Mm.283046	NM_012012	ENSMUSG00000039748	Exo1	5730442G03Rik|Msa	exonuclease 1	protein-coding
8.98-2	chr4	139595529	139596841	+	4321	NA	intron (NM_001205173, intron 1 of 8)	MIRc|SINE|MIR	21465	NM_001205173	212632	Mm.30464	NM_183148	ENSMUSG00000041025	Iffo2	C79267	intermediate filament family orphan 2	protein-coding
7.25	chr15	77107811	77110896	+	4320	NA	intron (NM_175387, intron 5 of 12)	B1_Mur2|SINE|Alu	24955	NR_108037	74303	Mm.444304	NR_108037	ENSMUSG00000097267	1700109K24Rik	4933425G21Rik	RIKEN cDNA 1700109K24 gene	ncRNA
3.97-2	chr3	151279805	151283764	+	4319	NA	Intergenic	Intergenic	-156098	NM_133222	170757	Mm.317261	NM_133222	ENSMUSG00000039167	Adgrl4	1110033N21Rik|ETL1|Eltd1|Etl	adhesion G protein-coupled receptor L4	protein-coding
5.58-2	chr11	102774180	102788388	+	4318	NA	Intergenic	B1F1|SINE|Alu	19849	NM_001110778	11488	Mm.89854	NM_009613	ENSMUSG00000020926	Adam11	AW060611|Mdc	a disintegrin and metallopeptidase domain 11	protein-coding
3.4-2	chr10	28047459	28064785	+	4317	NA	Intergenic	B3|SINE|B2	-18698	NM_001359355	19272	Mm.332303	NM_008983	ENSMUSG00000019889	Ptprk	AI853699|PTPk|RPTPkappa	protein tyrosine phosphatase, receptor type, K	protein-coding
15.27-2	chr6	56572061	56572852	+	4316	NA	Intergenic	Intergenic	132243	NM_025520	66373	Mm.25642	NM_025520	ENSMUSG00000091625	Lsm5	2010208O10Rik|2310034K10Rik	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
9.86-6	chr8	34072219	34076201	+	4315	NA	Intergenic	Intergenic	33604	NM_001293758	22428	Mm.150373	NM_011722	ENSMUSG00000031516	Dctn6	AU044699|WS-3|p27	dynactin 6	protein-coding
14.36-2	chr9	21656999	21669969	+	4314	NA	intron (NM_001174079, intron 16 of 33)	intron (NM_001174079, intron 16 of 33)	47315	NM_001174078	20586	Mm.286593	NM_011417	ENSMUSG00000032187	Smarca4	BAF190A|Brg1|HP1-BP72|SNF2beta|SW1/SNF|b2b508.1Clo|b2b692Clo	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	protein-coding
28.76	chr6	74338550	74341734	+	4313	NA	Intergenic	Intergenic	-731469	NR_157242	102634075	Mm.78553	NR_157242	ENSMUSG00000107441	Gm31747	-	predicted gene, 31747	ncRNA
27.84-4	chr14	55835281	55847809	+	4312	NA	Intergenic	B2_Mm2|SINE|B2	-12570	NM_001040072	277154	Mm.319347	NM_001040072	ENSMUSG00000075592	Nynrin	AA409373|C80530|mKIAA1305	NYN domain and retroviral integrase containing	protein-coding
5.67-2	chr5	144120773	144122102	+	4311	NA	intron (NM_001081109, intron 1 of 13)	B3A|SINE|B2	21076	NM_001081109	231876	Mm.288726	NM_001081109	ENSMUSG00000038970	Lmtk2	2900041G10Rik|A330101P12Rik|BREK|KPI-2|KPI2|aatyk2|cprk	lemur tyrosine kinase 2	protein-coding
3.91-2	chr6	62674017	62683969	+	4310	NA	Intergenic	Lx3A|LINE|L1	-577013	NM_001370966								
15.04-2	chr5	148527820	148536357	+	4309	NA	intron (NM_011908, intron 1 of 4)	intron (NM_011908, intron 1 of 4)	19585	NM_001359202	24109	Mm.21846	NM_011908	ENSMUSG00000001687	Ubl3	AW108023|HCG|MUB|mmMUB	ubiquitin-like 3	protein-coding
5.82-2	chr14	51100119	51100644	+	4308	NA	intron (NM_201239, intron 1 of 1)	intron (NM_201239, intron 1 of 1)	4381	NM_201239	58809	Mm.202665	NM_021472	ENSMUSG00000021876	Rnase4	C730049F20Rik|Rab1	ribonuclease, RNase A family 4	protein-coding
9.25-4	chr7	110983447	110985678	+	4307	NA	Intergenic	RSINE1|SINE|B4	-2101	NM_194464	17540	Mm.250023	NM_010826	ENSMUSG00000005611	Mrvi1	BB115629|Irag|Ris1	MRV integration site 1	protein-coding
7.81-5	chr17	62605723	62606517	+	4306	NA	3' UTR (NM_010109, exon 4 of 4)	3' UTR (NM_010109, exon 4 of 4)	275197	NM_010109	13640	Mm.7978	NM_010109	ENSMUSG00000048915	Efna5	AL-1|AV158822|EFL-5|Ephrin-A5|Epl7|LERK-7|RAGS	ephrin A5	protein-coding
8.94	chr14	48305343	48312528	+	4305	NA	Intergenic	L1MC3|LINE|L1	110219	NR_003630	624367	Mm.445185	NM_001037921	ENSMUSG00000021846	Gm6498	EG624367	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
4.42-3	chr12	87799408	87811305	+	4304	NA	Intergenic	L1_Mus1|LINE|L1	-11221	NM_001177573	544881	Mm.327146	NM_001033788	ENSMUSG00000079031	BB287469	-	expressed sequence BB287469	protein-coding
8.02-4	chr5	126735311	126735765	+	4303	NA	Intergenic	Intergenic	-295251	NR_040685	71247	Mm.399586	NR_040685	ENSMUSG00000105490	4933438B17Rik	-	RIKEN cDNA 4933438B17 gene	ncRNA
5.04-2	chr1	13703653	13707933	+	4302	NA	Intergenic	Intergenic	37022	NM_001011873	381246	Mm.311142	NM_001011873	ENSMUSG00000067813	Xkr9	Gm1620|XRG9	X-linked Kx blood group related 9	protein-coding
7.63-3	chr16	31491053	31493078	+	4301	NA	Intergenic	Intergenic	-62289	NR_152205	100047123	Mm.466711	NR_152205		Gm15743	-	predicted gene 15743	ncRNA
31.28	chr1	90751811	90772671	+	4300	NA	Intergenic	B1_Mus2|SINE|Alu	81730	NM_001243009	12835	Mm.7562	NM_009935	ENSMUSG00000048126	Col6a3	AI507288|Col6a-3	collagen, type VI, alpha 3	protein-coding
10.68-2	chr12	91119172	91122083	+	4299	NA	intron (NR_030473, intron 2 of 2)	L1Md_T|LINE|L1	10398	NR_030473	735273		NR_030473	ENSMUSG00000076118	Mir669c	Mirn669c|Mirn669c-1	microRNA 669c	ncRNA
3.51-2	chr10	111543542	111562852	+	4298	NA	Intergenic	ID_B1|SINE|B4	41076	NR_045344	71321	Mm.410785	NR_045344	ENSMUSG00000097082	4933440J02Rik	-	RIKEN cDNA 4933440J02 gene	ncRNA
26.84-2	chr17	63692064	63712451	+	4297	NA	Intergenic	Intergenic	-161724	NM_001037997	14158	Mm.23039	NM_008000	ENSMUSG00000000127	Fer	AV082135|C330004K01Rik|Fert|Fert2	fer (fms/fps related) protein kinase	protein-coding
10.85	chr2	50960700	50970769	+	4296	NA	Intergenic	Intergenic	56050	NR_033595	227885	Mm.301654	NR_033595	ENSMUSG00000083270	Gm13498	-	heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene	pseudo
38.85-2	chr8	124432845	124450297	+	4295	NA	Intergenic	Intergenic	-7635	NM_171824	209966	Mm.234233	NM_171824	ENSMUSG00000050751	Pgbd5	2900019M05Rik|AI854313	piggyBac transposable element derived 5	protein-coding
5.04	chr8	87037633	87041882	+	4294	NA	Intergenic	Intergenic	-154499	NM_030563	80750	Mm.25117	NM_030563	ENSMUSG00000031652	N4bp1	AI481586|C81621	NEDD4 binding protein 1	protein-coding
24.62	chr17	46323144	46323646	+	4293	NA	exon (NM_001347396, exon 3 of 20)	exon (NM_001347396, exon 3 of 20)	2371	NM_145140	224814	Mm.76543	NM_145140	ENSMUSG00000032842	Abcc10	Mrp7|mFLJ00002	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	protein-coding
6.15	chr11	3449894	3451949	+	4292	NA	intron (NM_145355, intron 1 of 7)	intron (NM_145355, intron 1 of 7)	-1516	NR_028317	71523	Mm.72795	NM_027820	ENSMUSG00000034587	8430429K09Rik	-	RIKEN cDNA 8430429K09 gene	ncRNA
30.48	chr18	30623185	30623608	+	4291	NA	Intergenic	RCHARR1|DNA|hAT-Charlie	350531	NR_151699	225326	Mm.194127	NM_181414	ENSMUSG00000033628	Pik3c3	5330434F23Rik|Vps34	phosphatidylinositol 3-kinase catalytic subunit type 3	protein-coding
